Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  9	  9	  0
15 	  16	  4	  9	  11865	  0
15 	  14	  4	  9	  9	  0
14 	  15	  4	  9	  10611	  0
14 	  13	  4	  9	  10	  0
13 	  14	  4	  9	  6015	  0
4 	  3	  4	  9	  10	  0
3 	  4	  4	  9	  14555	  0
3 	  2	  4	  9	  10	  0
2 	  3	  4	  9	  7851	  0
2 	  1	  4	  9	  10	  0
1 	  2	  4	  9	  6255	  0
12 	  11	  4	  9	  10	  0
11 	  12	  4	  9	  4975	  0
11 	  10	  4	  9	  9	  0
10 	  11	  4	  9	  4573	  0
10 	  9	  4	  9	  9	  0
9 	  10	  4	  9	  9895	  0
8 	  7	  4	  9	  9	  0
7 	  8	  4	  9	  7269	  0
7 	  6	  4	  9	  33	  0
6 	  7	  4	  9	  4459	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  6017	  0
11 	  12	  4	  10	  31	  1
15 	  16	  4	  10	  48	  1
6 	  7	  4	  10	  54	  1
13 	  14	  4	  10	  4	  1
7 	  8	  4	  10	  44	  1
3 	  4	  4	  10	  48	  1
2 	  3	  4	  10	  22	  1
14 	  15	  4	  10	  43	  1
15 	  16	  2	  10	  69	  1
10 	  11	  4	  10	  7	  1
1 	  2	  4	  10	  35	  1
9 	  10	  4	  10	  6	  1
5 	  6	  2	  10	  5	  1
1 	  2	  1	  4	  4	  1
11 	  12	  2	  10	  69	  1
2 	  3	  2	  10	  27	  1
13 	  14	  1	  4	  6	  1

 TotalTx Number= 95000

 TotalReset Number= 2846
