Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.747s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	17.6	17.8	15	15.4	14	16.8	14.6	14.2	14.6	16	15.2	15
61	1132.8	985.6	1216	0	745.6	1030.4	1142.4	1251.2	1056	1110.4	1033.6	1379.2
62	1465.6	809.6	1126.4	0	1344	1228.8	1206.4	998.4	972.8	1075.2	1264	1276.8
63	1500.8	1168	1027.2	0	1059.2	1264	940.8	1001.6	652.8	1267.2	1328	1340.8
64	1043.2	1081.6	736	0	1270.4	947.2	844.8	1126.4	1251.2	844.8	656	1203.2
65	1315.2	704	966.4	0	1091.2	1027.2	1056	992	924.8	886.4	1216	1248
66	902.4	947.2	1225.6	0	1011.2	924.8	1328	1190.4	822.4	1136	1017.6	1203.2
67	1116.8	1382.4	1251.2	0	1203.2	912	1264	1046.4	1011.2	995.2	1161.6	1017.6
68	864	1049.6	972.8	0	1001.6	672	1180.8	1004.8	1081.6	873.6	1273.6	857.6
69	1036.8	915.2	902.4	0	1264	1062.4	972.8	1148.8	652.8	1366.4	1120	790.4
70	1212.8	1068.8	1072	0	1232	726.4	876.8	1177.6	1052.8	873.6	976	832
71	1321.6	937.6	851.2	0	860.8	736	1094.4	1363.2	899.2	1001.6	1062.4	1366.4
72	1129.6	995.2	896	0	1164.8	902.4	1020.8	1020.8	1168	960	771.2	1440
73	1040	924.8	908.8	0	819.2	876.8	950.4	931.2	1020.8	1241.6	1273.6	1100.8
74	1171.2	912	844.8	0	1043.2	864	883.2	1184	921.6	956.8	892.8	1398.4
75	1033.6	1148.8	806.4	0	1168	656	934.4	1225.6	1084.8	1030.4	1152	851.2
76	1107.2	1097.6	1033.6	0	1072	1062.4	1049.6	860.8	1065.6	857.6	966.4	1203.2
77	838.4	1145.6	905.6	0	1161.6	777.6	883.2	873.6	1168	1331.2	1068.8	1043.2
78	1411.2	931.2	720	0	972.8	1174.4	1164.8	876.8	921.6	1120	1379.2	876.8
79	1222.4	1075.2	848	0	1145.6	902.4	864	1241.6	892.8	1110.4	1129.6	1033.6
80	1158.4	1260.8	1033.6	0	889.6	675.2	1040	1088	905.6	899.2	1296	1107.2
81	1030.4	915.2	912	0	1264	934.4	864	1001.6	1091.2	560	1139.2	1177.6
82	1388.8	1030.4	1161.6	0	1094.4	819.2	1152	1059.2	1148.8	796.8	976	828.8
83	892.8	1049.6	912	0	1174.4	745.6	1011.2	1020.8	1232	780.8	931.2	1036.8
84	1084.8	1049.6	665.6	0	780.8	768	1424	809.6	1049.6	1212.8	1337.6	956.8
85	1184	1129.6	1257.6	0	1052.8	864	1337.6	1001.6	1238.4	793.6	1248	764.8
86	1132.8	1382.4	969.6	0	998.4	864	1075.2	1408	844.8	1241.6	1027.2	838.4
87	953.6	1024	979.2	0	857.6	905.6	1286.4	1411.2	1168	912	1276.8	803.2
88	1241.6	1324.8	1008	0	1017.6	860.8	1193.6	1228.8	1072	848	1081.6	822.4
89	1014.4	1180.8	918.4	0	1094.4	889.6	918.4	1148.8	1100.8	1139.2	1088	1148.8
90	1302.4	1036.8	1184	0	1065.6	1040	1248	963.2	886.4	972.8	1187.2	1091.2
avg	1141.65	1055.47	977.067	0	1064	903.787	1073.6	1088.53	1011.95	1006.51	1111.04	1067.95
delay	506.695	505.097	486.119	0.233766	503.253	485.419	485.568	501.463	499.522	485.577	498.401	483.36
loss	0.103448	0.113032	0.0392157	0	0.112272	0.029316	0.0409165	0.133333	0.243319	0.0447284	0.20028	0.0396694
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs6', '--datarate=30e6', '--ratio=0.375', '--RngRun=28', '--locationFile=locationtxt/locationFile42c.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
