Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  9	  9	  0
15 	  16	  4	  9	  11061	  0
15 	  14	  4	  9	  17	  0
12 	  11	  4	  9	  9	  0
11 	  12	  4	  9	  5867	  0
14 	  15	  4	  9	  6821	  0
11 	  10	  4	  9	  9	  0
10 	  11	  4	  9	  3651	  0
10 	  9	  4	  9	  10	  0
9 	  10	  4	  9	  7221	  0
14 	  13	  4	  9	  9	  0
13 	  14	  4	  9	  2590	  0
8 	  7	  4	  9	  10	  0
7 	  8	  4	  9	  3914	  0
7 	  6	  4	  9	  10	  0
6 	  7	  4	  9	  3330	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  7062	  0
4 	  3	  4	  9	  9	  0
3 	  4	  4	  9	  9235	  0
3 	  2	  4	  9	  10	  0
2 	  3	  4	  9	  6989	  0
2 	  1	  4	  9	  10	  0
1 	  2	  4	  9	  4596	  0
7 	  8	  4	  10	  54	  1
15 	  16	  4	  10	  91	  1
5 	  6	  4	  10	  4	  1
6 	  7	  4	  10	  28	  1
14 	  15	  4	  10	  19	  1
11 	  12	  4	  10	  88	  1
3 	  4	  4	  10	  104	  1
2 	  3	  4	  10	  10	  1
10 	  11	  4	  10	  1	  1
9 	  10	  4	  10	  22	  1
1 	  2	  4	  10	  55	  1
15 	  16	  0	  10	  1	  1
7 	  8	  0	  10	  1	  1
1 	  2	  2	  10	  6	  1
10 	  11	  2	  10	  1	  1
13 	  14	  4	  10	  49	  1
5 	  6	  2	  10	  5	  1
3 	  4	  0	  10	  2	  1

 TotalTx Number= 73000

 TotalReset Number= 3334
