Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  9	  9	  0
11 	  12	  4	  9	  3654	  0
11 	  10	  4	  9	  10	  0
10 	  11	  4	  9	  3134	  0
10 	  9	  4	  9	  9	  0
9 	  10	  4	  9	  6816	  0
8 	  7	  4	  9	  10	  0
7 	  8	  4	  9	  4897	  0
7 	  6	  4	  9	  10	  0
6 	  7	  4	  9	  3139	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  7998	  0
4 	  3	  4	  9	  9	  0
3 	  4	  4	  9	  10325	  0
3 	  2	  4	  9	  9	  0
2 	  3	  4	  9	  6460	  0
2 	  1	  4	  9	  9	  0
1 	  2	  4	  9	  3237	  0
16 	  15	  4	  9	  10	  0
15 	  16	  4	  9	  10681	  0
15 	  14	  4	  9	  9	  0
14 	  15	  4	  9	  6271	  0
14 	  13	  4	  9	  10	  0
13 	  14	  4	  9	  4873	  0
7 	  8	  4	  10	  72	  1
11 	  12	  4	  10	  64	  1
15 	  16	  4	  10	  104	  1
3 	  4	  4	  10	  80	  1
6 	  7	  4	  10	  6	  1
5 	  6	  4	  10	  25	  1
14 	  15	  4	  10	  11	  1
9 	  10	  4	  10	  8	  1
13 	  14	  4	  10	  5	  1
13 	  14	  2	  10	  6	  1
6 	  7	  2	  10	  1	  1
2 	  3	  4	  10	  6	  1
10 	  11	  4	  10	  5	  1
1 	  2	  4	  10	  8	  1

 TotalTx Number= 72000

 TotalReset Number= 3395
