Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  9	  9	  0
3 	  4	  4	  9	  17677	  0
3 	  2	  4	  9	  9	  0
2 	  3	  4	  9	  8284	  0
2 	  1	  4	  9	  10	  0
1 	  2	  4	  9	  6092	  0
12 	  11	  4	  9	  10	  0
11 	  12	  4	  9	  7007	  0
11 	  10	  4	  9	  10	  0
10 	  11	  4	  9	  4851	  0
10 	  9	  4	  9	  9	  0
9 	  10	  4	  9	  11498	  0
16 	  15	  4	  9	  9	  0
15 	  16	  4	  9	  18708	  0
15 	  14	  4	  9	  10	  0
14 	  15	  4	  9	  11733	  0
14 	  13	  4	  9	  9	  0
13 	  14	  4	  9	  6634	  0
8 	  7	  4	  9	  10	  0
7 	  8	  4	  9	  4605	  0
7 	  6	  4	  9	  9	  0
6 	  7	  4	  9	  5617	  0
6 	  5	  4	  9	  9	  0
5 	  6	  4	  9	  14269	  0
11 	  12	  4	  10	  180	  1
3 	  4	  4	  10	  231	  1
9 	  10	  4	  10	  21	  1
15 	  16	  4	  10	  109	  1
7 	  8	  4	  10	  65	  1
13 	  14	  4	  10	  65	  1
5 	  6	  4	  10	  4	  1
3 	  4	  0	  10	  3	  1
10 	  11	  4	  10	  27	  1
2 	  3	  4	  10	  84	  1
14 	  15	  4	  10	  4	  1
1 	  2	  4	  10	  55	  1
5 	  6	  2	  10	  5	  1
14 	  15	  2	  10	  41	  1
15 	  16	  0	  10	  1	  1
7 	  8	  2	  10	  11	  1
9 	  10	  1	  4	  4	  1
3 	  4	  2	  10	  1	  1

 TotalTx Number= 118000

 TotalReset Number= 3106
