Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  9	  675	  0
3 	  4	  4	  9	  1116	  0
3 	  2	  4	  9	  735	  0
2 	  3	  4	  9	  930	  0
16 	  15	  4	  9	  795	  0
15 	  16	  4	  9	  1264	  0
8 	  7	  4	  9	  722	  0
7 	  8	  4	  9	  1507	  0
12 	  11	  4	  9	  625	  0
11 	  12	  4	  9	  1035	  0
7 	  6	  4	  9	  783	  0
6 	  7	  4	  9	  1080	  0
2 	  1	  4	  9	  944	  0
15 	  14	  4	  9	  853	  0
1 	  2	  4	  9	  984	  0
14 	  15	  4	  9	  939	  0
11 	  10	  4	  9	  640	  0
10 	  11	  4	  9	  793	  0
10 	  9	  4	  9	  775	  0
9 	  10	  4	  9	  729	  0
14 	  13	  4	  9	  1008	  0
13 	  14	  4	  9	  1157	  0
6 	  5	  4	  9	  970	  0
5 	  6	  4	  10	  1	  1
5 	  6	  4	  9	  929	  0
15 	  14	  4	  10	  5	  1
16 	  15	  4	  10	  5	  1

 TotalTx Number= 22000

 TotalReset Number= 3865
