Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.815s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14.2	15	16	12.8	15.2	16.6	13.6	15
61	0	0	1846.4	1724.8	1635.2	1542.4	1753.6	1692.8
62	0	0	1856	1811.2	1638.4	1478.4	1686.4	1529.6
63	0	0	995.2	1078.4	2112	1977.6	1401.6	1395.2
64	0	0	1750.4	1459.2	1369.6	1190.4	1299.2	1174.4
65	0	0	1382.4	1312	1372.8	1478.4	1628.8	1318.4
66	0	0	1507.2	1776	1440	1913.6	1411.2	1392
67	0	0	1363.2	1251.2	1046.4	1462.4	1984	1472
68	0	0	1187.2	1216	1497.6	1264	1510.4	1596.8
69	0	0	1449.6	2281.6	1340.8	1382.4	1484.8	1232
70	0	0	1299.2	1974.4	1190.4	1523.2	1417.6	1507.2
71	0	0	1708.8	1542.4	854.4	1571.2	1846.4	1244.8
72	0	0	1577.6	1548.8	1648	1184	1590.4	1763.2
73	0	0	1692.8	1408	1753.6	1379.2	1577.6	1385.6
74	0	0	1894.4	1702.4	1321.6	1164.8	1760	1478.4
75	0	0	1113.6	1411.2	1427.2	1670.4	1420.8	1683.2
76	0	0	1478.4	1369.6	1696	1219.2	1158.4	1388.8
77	0	0	1641.6	1401.6	1251.2	1468.8	1609.6	1600
78	0	0	1152	1865.6	1161.6	1427.2	1276.8	1344
79	0	0	1475.2	1248	1510.4	1216	1475.2	1584
80	0	0	1644.8	1315.2	1299.2	1254.4	1452.8	1648
81	0	0	1587.2	1830.4	1932.8	1062.4	956.8	1824
82	0	0	1692.8	1859.2	1334.4	1625.6	1344	1366.4
83	0	0	1392	1475.2	1334.4	1366.4	1654.4	1516.8
84	0	0	1494.4	1568	1424	1712	1177.6	1187.2
85	0	0	1622.4	1862.4	1980.8	1692.8	940.8	1484.8
86	0	0	1180.8	1331.2	1411.2	1782.4	1696	1507.2
87	0	0	1436.8	1228.8	1590.4	1520	1001.6	1324.8
88	0	0	1526.4	1968	1177.6	1689.6	1692.8	1030.4
89	0	0	1833.6	1465.6	1344	1312	1689.6	1744
90	0	0	1168	1395.2	1459.2	1475.2	1257.6	1593.6
avg	0	0	1498.35	1556.05	1451.84	1466.88	1471.89	1466.99
delay	0.239437	0.306667	500.513	491.852	496.013	488.19	506.764	517.857
loss	0	0	0.406302	0.125479	0.117593	0.129367	0.213747	0.220107
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=30e6', '--ratio=0.375', '--RngRun=15', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
