Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.788s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	15	12	14	11.4	14.2	14.2	13.6	17
61	0	0	1427.2	1907.2	1574.4	1420.8	1545.6	1760
62	0	0	1833.6	1808	1600	1523.2	1254.4	1072
63	0	0	1392	2108.8	2064	1715.2	1964.8	1251.2
64	0	0	1648	1552	1414.4	2131.2	1948.8	1465.6
65	0	0	2012.8	1536	1497.6	1734.4	1452.8	1833.6
66	0	0	1763.2	1356.8	1625.6	1849.6	2105.6	1801.6
67	0	0	1542.4	1859.2	1776	1744	1897.6	1161.6
68	0	0	1750.4	1548.8	1670.4	1424	1536	1824
69	0	0	1433.6	1478.4	1843.2	1388.8	1379.2	1408
70	0	0	2336	1433.6	1795.2	1590.4	1699.2	1830.4
71	0	0	2035.2	1472	1977.6	1142.4	1987.2	1696
72	0	0	1731.2	2000	1705.6	1539.2	1814.4	1696
73	0	0	1859.2	1344	1673.6	1433.6	1148.8	2060.8
74	0	0	1859.2	1648	1696	1584	1564.8	1868.8
75	0	0	1820.8	1859.2	2134.4	1830.4	1356.8	1747.2
76	0	0	1542.4	1702.4	1606.4	1964.8	1945.6	1321.6
77	0	0	1305.6	1619.2	1283.2	1449.6	1779.2	1801.6
78	0	0	1843.2	1676.8	1648	1561.6	1830.4	1468.8
79	0	0	1728	1392	1449.6	1612.8	1916.8	1561.6
80	0	0	1632	1523.2	1395.2	1811.2	1584	1619.2
81	0	0	1756.8	1440	1939.2	2108.8	1059.2	1587.2
82	0	0	2220.8	1600	1744	1276.8	1520	2035.2
83	0	0	1824	1516.8	1273.6	1657.6	2025.6	1427.2
84	0	0	1539.2	1667.2	1536	1980.8	2160	1443.2
85	0	0	1164.8	1596.8	1648	1593.6	1270.4	2028.8
86	0	0	1606.4	1353.6	1577.6	2028.8	1542.4	1737.6
87	0	0	1683.2	1497.6	1667.2	1414.4	2185.6	1411.2
88	0	0	1977.6	1571.2	1401.6	1840	1516.8	1462.4
89	0	0	2012.8	1708.8	1584	1318.4	2348.8	1619.2
90	0	0	1667.2	1545.6	1932.8	1942.4	2003.2	1353.6
avg	0	0	1731.63	1610.77	1657.81	1653.76	1711.47	1611.84
delay	0.24	0.233333	23.9414	23.9487	24.3753	28.0275	25.7497	22.4055
loss	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=20e6', '--ratio=0.375', '--RngRun=28', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
