Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.749s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14.2	13.8	14	17	17.2	17	13.2	13
61	0	0	2300.8	1616	1683.2	2019.2	1152	1692.8
62	0	0	1353.6	1497.6	1516.8	1513.6	1475.2	1043.2
63	0	0	1187.2	1072	1356.8	1235.2	1433.6	1318.4
64	0	0	1110.4	1068.8	1168	1132.8	1484.8	1251.2
65	0	0	1315.2	1356.8	1545.6	1267.2	1334.4	908.8
66	0	0	1187.2	1081.6	985.6	1216	1225.6	1084.8
67	0	0	1315.2	1411.2	1011.2	1113.6	1395.2	1436.8
68	0	0	1366.4	1283.2	1379.2	1100.8	1340.8	1187.2
69	0	0	1382.4	1145.6	1376	1190.4	931.2	1299.2
70	0	0	1251.2	915.2	1216	992	1318.4	1206.4
71	0	0	956.8	1382.4	985.6	944	1078.4	1148.8
72	0	0	1177.6	1430.4	1043.2	1158.4	1436.8	1190.4
73	0	0	1238.4	1449.6	1139.2	1206.4	1200	1257.6
74	0	0	1100.8	1401.6	1177.6	1232	1251.2	1203.2
75	0	0	966.4	1257.6	1372.8	1276.8	1161.6	947.2
76	0	0	1526.4	1385.6	1411.2	809.6	1273.6	1116.8
77	0	0	1280	1075.2	1228.8	1200	1129.6	1260.8
78	0	0	1280	1184	966.4	1120	1369.6	1120
79	0	0	1081.6	1257.6	1414.4	1446.4	1129.6	1180.8
80	0	0	1203.2	1443.2	1568	1100.8	1321.6	1209.6
81	0	0	1180.8	1251.2	928	1232	1292.8	1344
82	0	0	1260.8	1305.6	1267.2	1065.6	1164.8	1401.6
83	0	0	1062.4	1459.2	1385.6	1276.8	1187.2	960
84	0	0	1113.6	1363.2	1344	1225.6	1068.8	1321.6
85	0	0	1171.2	1104	1267.2	1228.8	1129.6	1168
86	0	0	1331.2	1302.4	1088	1401.6	1136	1385.6
87	0	0	1356.8	1091.2	1436.8	1196.8	1401.6	1516.8
88	0	0	1520	1296	985.6	912	1129.6	1353.6
89	0	0	1209.6	1158.4	1177.6	1238.4	1328	1484.8
90	0	0	1379.2	1436.8	1164.8	985.6	1209.6	1344
avg	0	0	1272.21	1282.77	1253.01	1201.28	1249.71	1244.8
delay	0.253521	0.231884	564.384	576.37	576.704	580.498	594.353	517.094
loss	0	0	0.752963	0.747007	0.777983	0.506995	0.502997	0.132877
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=40e6', '--ratio=0.375', '--RngRun=43', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
