Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.043s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	17	14.2	13.6	17.4	14.4	13.8	15.2	14.8
61	0	0	1808	1900.8	1520	1817.6	1900.8	2067.2
62	0	0	2153.6	1670.4	1513.6	1891.2	1395.2	1424
63	0	0	1606.4	937.6	1734.4	1974.4	1865.6	1804.8
64	0	0	1990.4	1513.6	1209.6	1564.8	1456	1254.4
65	0	0	1894.4	1881.6	2108.8	1584	1472	1654.4
66	0	0	1926.4	1462.4	1452.8	1737.6	1808	1488
67	0	0	1446.4	1724.8	1520	1523.2	1603.2	1152
68	0	0	2169.6	1462.4	1539.2	1395.2	1360	1161.6
69	0	0	2377.6	1564.8	1926.4	1776	1961.6	1958.4
70	0	0	1436.8	1366.4	1868.8	1753.6	1686.4	1616
71	0	0	1948.8	1760	1440	1427.2	1804.8	1411.2
72	0	0	2044.8	1702.4	1523.2	1955.2	1379.2	1123.2
73	0	0	2131.2	1913.6	1504	1654.4	1430.4	1334.4
74	0	0	1523.2	1404.8	1616	1708.8	1606.4	1366.4
75	0	0	2121.6	1868.8	1571.2	1401.6	2115.2	1552
76	0	0	2198.4	1484.8	2016	1308.8	1555.2	1705.6
77	0	0	1724.8	1347.2	1440	1920	1260.8	1830.4
78	0	0	2099.2	2272	1500.8	1923.2	1273.6	2540.8
79	0	0	2140.8	1424	1939.2	1820.8	2614.4	1401.6
80	0	0	1404.8	1324.8	1638.4	1651.2	1865.6	1548.8
81	0	0	1750.4	2099.2	1542.4	1395.2	1894.4	1548.8
82	0	0	1904	1945.6	1120	1216	1318.4	1609.6
83	0	0	1843.2	2105.6	1577.6	1340.8	1728	2147.2
84	0	0	1878.4	1625.6	1552	1280	1420.8	1638.4
85	0	0	1888	2070.4	1705.6	1459.2	1705.6	2131.2
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=20e6', '--ratio=0.375', '--RngRun=20', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
