Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.758s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	18.2	15.2	15	13.4	15	16	14.8	15.8
61	0	0	1920	1244.8	1897.6	1513.6	1577.6	1619.2
62	0	0	1500.8	1721.6	2246.4	1619.2	1462.4	2217.6
63	0	0	1772.8	1785.6	1315.2	1872	1859.2	1388.8
64	0	0	1644.8	1619.2	2051.2	1433.6	1587.2	1632
65	0	0	1513.6	1955.2	1580.8	1504	1718.4	1555.2
66	0	0	1632	1664	1555.2	1139.2	1372.8	2121.6
67	0	0	960	1945.6	1846.4	1401.6	1363.2	1980.8
68	0	0	1612.8	1456	1587.2	1676.8	2300.8	1283.2
69	0	0	1414.4	1936	1840	1542.4	1980.8	1430.4
70	0	0	1152	1862.4	1324.8	1964.8	1340.8	2384
71	0	0	1776	1260.8	1964.8	1219.2	1347.2	1683.2
72	0	0	2016	1785.6	1366.4	1763.2	1638.4	1139.2
73	0	0	1142.4	1881.6	1417.6	1392	1590.4	1961.6
74	0	0	1369.6	2108.8	1552	1603.2	1504	1593.6
75	0	0	1401.6	1526.4	1548.8	2006.4	1900.8	1344
76	0	0	1900.8	1507.2	1961.6	1820.8	1452.8	1443.2
77	0	0	1132.8	1718.4	1756.8	1913.6	1683.2	1632
78	0	0	1792	1552	2032	1792	1408	1385.6
79	0	0	1859.2	1731.2	1408	1385.6	1680	2073.6
80	0	0	1747.2	902.4	2422.4	1392	1753.6	1612.8
81	0	0	1904	1798.4	1756.8	2006.4	1324.8	937.6
82	0	0	1888	1440	1478.4	1766.4	1318.4	1494.4
83	0	0	1523.2	1612.8	1635.2	1731.2	1632	1702.4
84	0	0	1360	1232	1801.6	1766.4	1833.6	1286.4
85	0	0	1465.6	1273.6	1897.6	1510.4	1977.6	2000
86	0	0	2016	1628.8	2150.4	1033.6	1689.6	1190.4
87	0	0	1680	1814.4	1494.4	2006.4	1382.4	988.8
88	0	0	2342.4	1590.4	1520	1347.2	1552	1792
89	0	0	1334.4	1785.6	2419.2	2201.6	1302.4	1040
90	0	0	1580.8	1683.2	1705.6	1228.8	1734.4	1500.8
avg	0	0	1611.84	1634.13	1751.15	1618.45	1608.96	1580.48
delay	0.241758	0.236842	473.241	471.262	466.856	472.208	478.447	465.654
loss	0	0	0.0838537	0.0592044	0.173642	0.0755124	0.0648352	0.0681319
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=23', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
