Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.716s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	11.6	18	15.4	12.4	15.8	16.2	12.6	17.2
61	0	0	1564.8	1705.6	1689.6	1513.6	1481.6	2038.4
62	0	0	1552	1798.4	1718.4	1715.2	1952	2096
63	0	0	1680	1747.2	1206.4	1638.4	2528	1536
64	0	0	1897.6	1737.6	1427.2	1456	1548.8	1654.4
65	0	0	1481.6	1260.8	1552	1683.2	2153.6	1875.2
66	0	0	1644.8	1814.4	1619.2	1612.8	1385.6	1926.4
67	0	0	1379.2	1644.8	1728	2265.6	1564.8	1491.2
68	0	0	1798.4	1577.6	1772.8	2064	1520	1417.6
69	0	0	1868.8	1926.4	1468.8	1657.6	1523.2	1753.6
70	0	0	1904	1779.2	1772.8	1817.6	1363.2	1337.6
71	0	0	1843.2	1376	1532.8	2486.4	1360	1603.2
72	0	0	1616	1481.6	2099.2	1158.4	1382.4	1712
73	0	0	1542.4	2464	1859.2	1632	1488	1491.2
74	0	0	1865.6	1673.6	1401.6	1907.2	1504	2208
75	0	0	2364.8	1795.2	1449.6	1171.2	1324.8	2025.6
76	0	0	1331.2	1900.8	1696	1248	1968	1561.6
77	0	0	1276.8	1590.4	1798.4	1164.8	1865.6	1468.8
78	0	0	1606.4	1481.6	1657.6	2230.4	1286.4	1401.6
79	0	0	1923.2	1475.2	1603.2	1801.6	1187.2	1574.4
80	0	0	1353.6	1878.4	1696	1353.6	1632	1952
81	0	0	1990.4	1033.6	1929.6	1452.8	1292.8	1600
82	0	0	1062.4	1436.8	1212.8	1568	1987.2	1753.6
83	0	0	1427.2	1571.2	1750.4	1161.6	1267.2	2019.2
84	0	0	1804.8	1737.6	1574.4	1824	1200	1209.6
85	0	0	1628.8	1321.6	1881.6	1187.2	1622.4	1747.2
86	0	0	1324.8	1628.8	1779.2	1888	1824	1433.6
87	0	0	1126.4	1804.8	1788.8	1635.2	1411.2	1728
88	0	0	1113.6	1584	1843.2	1830.4	2172.8	1139.2
89	0	0	1046.4	1654.4	2000	1520	1862.4	1788.8
90	0	0	1590.4	1312	2246.4	1475.2	1763.2	1657.6
avg	0	0	1586.99	1639.79	1691.84	1637.33	1614.08	1673.39
delay	0.241379	0.266667	482.149	479.655	478.424	480.692	482.579	477.654
loss	0	0	0.0668524	0.0595794	0.0770077	0.0393357	0.0737705	0.0528634
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=6', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
