Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.734s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	14.8	11.8	16.4	15	15.8	16
61	0	0	2707.2	2070.4	2281.6	2444.8
62	0	0	2489.6	2784	3004.8	2262.4
63	0	0	1808	3475.2	2326.4	3059.2
64	0	0	2051.2	2252.8	2672	3536
65	0	0	2294.4	2944	2979.2	2169.6
66	0	0	2633.6	2630.4	1990.4	2460.8
67	0	0	2579.2	2336	2473.6	2416
68	0	0	2630.4	1891.2	2780.8	2595.2
69	0	0	2838.4	1590.4	2531.2	2592
70	0	0	3100.8	2121.6	2339.2	2121.6
71	0	0	1558.4	3785.6	2252.8	2492.8
72	0	0	2384	1929.6	1795.2	2976
73	0	0	1923.2	2544	3206.4	1977.6
74	0	0	2614.4	2752	2960	2176
75	0	0	1964.8	2294.4	2044.8	2867.2
76	0	0	2876.8	1846.4	2422.4	2918.4
77	0	0	3014.4	2777.6	2336	2377.6
78	0	0	2211.2	3251.2	3049.6	1449.6
79	0	0	1990.4	2748.8	1657.6	3142.4
80	0	0	2617.6	2451.2	2960	1948.8
81	0	0	2406.4	3024	1984	2790.4
82	0	0	2438.4	1939.2	2755.2	2860.8
83	0	0	2518.4	2563.2	2569.6	2614.4
84	0	0	2428.8	3116.8	2508.8	1817.6
85	0	0	2150.4	3190.4	2291.2	2358.4
86	0	0	2630.4	2003.2	2688	3283.2
87	0	0	2716.8	2531.2	2838.4	2019.2
88	0	0	2412.8	2544	2185.6	2358.4
89	0	0	2457.6	2051.2	2764.8	2291.2
90	0	0	2003.2	3420.8	2496	2358.4
avg	0	0	2415.04	2562.03	2504.85	2491.2
delay	0.256757	0.237288	460.438	450.584	444.217	449.352
loss	0	0	0.0637199	0.171633	0.0615672	0.0609846
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=29', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
