Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.710s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	18.2	15.8	15.4	15.6	11.6	13.4
61	0	0	2563.2	2752	1891.2	2940.8
62	0	0	2518.4	3040	2089.6	2912
63	0	0	2403.2	2070.4	2441.6	2288
64	0	0	3200	2048	1558.4	2332.8
65	0	0	2307.2	1731.2	2476.8	2480
66	0	0	2323.2	2579.2	1945.6	1913.6
67	0	0	2371.2	1926.4	1667.2	2579.2
68	0	0	1881.6	1923.2	2310.4	1942.4
69	0	0	2204.8	2358.4	2528	1584
70	0	0	1724.8	2313.6	2403.2	1987.2
71	0	0	2064	2217.6	1350.4	2451.2
72	0	0	2371.2	2374.4	2246.4	2179.2
73	0	0	2438.4	2249.6	2262.4	1779.2
74	0	0	2070.4	2355.2	2208	2297.6
75	0	0	2115.2	2425.6	2518.4	2489.6
76	0	0	1900.8	2252.8	1948.8	2307.2
77	0	0	2073.6	1958.4	1772.8	2310.4
78	0	0	2563.2	2633.6	1430.4	1945.6
79	0	0	2505.6	2032	2345.6	2156.8
80	0	0	2336	1836.8	2153.6	2912
81	0	0	2409.6	3065.6	2166.4	1744
82	0	0	1440	2774.4	2348.8	2595.2
83	0	0	2278.4	2313.6	2364.8	2172.8
84	0	0	1977.6	2771.2	2316.8	1638.4
85	0	0	1923.2	1465.6	1926.4	2083.2
86	0	0	2230.4	2160	1718.4	2294.4
87	0	0	2870.4	2467.2	1577.6	2608
88	0	0	2169.6	2294.4	1795.2	2064
89	0	0	2096	2124.8	2803.2	1472
90	0	0	1862.4	2460.8	2275.2	2508.8
avg	0	0	2239.79	2299.2	2094.72	2232.32
delay	0.318681	0.35443	515.747	508.53	527.683	517.079
loss	0	0	0.436997	0.223306	0.242607	0.476962
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=30e6', '--ratio=0.375', '--RngRun=38', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
