Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.740s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	11.2	16.4	12.6	14.2	15.2	14.6
61	0	0	2371.2	1731.2	2672	2915.2
62	0	0	2800	2128	3456	2528
63	0	0	2294.4	2880	2214.4	3180.8
64	0	0	2467.2	2592	2256	2588.8
65	0	0	1830.4	2857.6	2268.8	2729.6
66	0	0	2156.8	2512	2172.8	2080
67	0	0	2406.4	3107.2	1961.6	2483.2
68	0	0	2937.6	3408	1833.6	2182.4
69	0	0	2364.8	3280	2163.2	2147.2
70	0	0	2649.6	2480	2675.2	2716.8
71	0	0	2099.2	2739.2	2115.2	2745.6
72	0	0	2108.8	2956.8	2768	2137.6
73	0	0	2576	2060.8	2128	2947.2
74	0	0	2998.4	2684.8	1392	2467.2
75	0	0	2009.6	2604.8	2336	1952
76	0	0	2220.8	2419.2	3059.2	2224
77	0	0	2748.8	2256	2233.6	2800
78	0	0	2608	2496	2931.2	2454.4
79	0	0	1875.2	2905.6	2374.4	2576
80	0	0	1337.6	3353.6	2508.8	2329.6
81	0	0	2230.4	2675.2	1721.6	2806.4
82	0	0	2441.6	2512	2400	2560
83	0	0	1859.2	2656	2387.2	3452.8
84	0	0	2828.8	2364.8	1792	2272
85	0	0	2291.2	2198.4	3193.6	1875.2
86	0	0	1638.4	3132.8	2761.6	1801.6
87	0	0	2640	2908.8	2428.8	1632
88	0	0	2166.4	2105.6	2976	2505.6
89	0	0	2252.8	2150.4	2179.2	3011.2
90	0	0	2604.8	2748.8	1683.2	2681.6
avg	0	0	2327.15	2630.19	2368.11	2492.8
delay	0.232143	0.243902	475.855	473.557	459.57	465.975
loss	0	0	0.0773067	0.0558723	0.218509	0.180606
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=12', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
