Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.769s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6
60	10.6	16.6	13.4	15	16.2	14
61	0	0	1529.6	2598.4	3673.6	2470.4
62	0	0	2528	2780.8	2380.8	2860.8
63	0	0	2800	2774.4	2793.6	2259.2
64	0	0	1715.2	2361.6	3587.2	2182.4
65	0	0	2636.8	2489.6	1840	2118.4
66	0	0	2438.4	2112	3084.8	2182.4
67	0	0	2105.6	2857.6	2784	2000
68	0	0	2576	2614.4	2528	2166.4
69	0	0	1952	2640	3148.8	1859.2
70	0	0	2691.2	2566.4	2064	3097.6
71	0	0	2473.6	2390.4	2633.6	2553.6
72	0	0	2771.2	2185.6	2704	2160
73	0	0	2313.6	1651.2	2624	2102.4
74	0	0	2710.4	2304	2528	2272
75	0	0	2563.2	2704	2297.6	2387.2
76	0	0	2384	2390.4	2656	2025.6
77	0	0	2624	2540.8	1990.4	2883.2
78	0	0	2595.2	2672	2556.8	2064
79	0	0	2723.2	2803.2	2099.2	2201.6
80	0	0	2000	2259.2	2489.6	3094.4
81	0	0	2944	2979.2	2467.2	2009.6
82	0	0	2636.8	2771.2	2697.6	1744
83	0	0	1737.6	2371.2	3164.8	2636.8
84	0	0	2368	2464	2636.8	1548.8
85	0	0	2182.4	2515.2	2736	2448
86	0	0	2537.6	3075.2	2377.6	1996.8
87	0	0	2806.4	2643.2	1808	2297.6
88	0	0	1948.8	2384	3510.4	2297.6
89	0	0	2265.6	2560	3027.2	2121.6
90	0	0	2624	2268.8	2425.6	2224
avg	0	0	2406.08	2524.27	2643.84	2275.52
delay	0.226415	0.240964	463.772	456.386	465.182	450.335
loss	0	0	0.0981775	0.0734141	0.059589	0.183346
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=25e6', '--ratio=0.375', '--RngRun=30', '--locationFile=locationtxt/locationFile22.txt', '--routingFile=locationtxt/routingFile22.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
