Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.683s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	13.6	15.2	13	13.4	15.4	15.8	16.4	16	14.4	17	15.4	12.6	13.8	17.8	13.8	16.2	18.8	11.8
61	0	0	0	0	0	0	0	232	296	0	72	312	328	432	56	328	664	0
62	0	0	0	0	0	0	0	160	368	312	552	168	0	584	616	240	584	384
63	0	0	0	0	0	0	0	112	632	480	104	336	264	312	360	520	360	304
64	0	0	0	0	0	0	0	224	480	440	432	240	328	184	560	456	392	312
65	0	0	0	0	0	0	0	32	208	0	704	24	648	536	488	352	128	296
66	0	0	0	0	0	0	0	256	792	424	656	248	72	216	72	0	160	16
67	0	0	0	0	0	0	0	640	48	664	352	96	624	464	0	432	432	0
68	0	0	0	0	0	0	0	424	8	624	168	128	168	176	648	408	592	288
69	0	0	0	0	0	0	0	136	152	112	40	240	336	376	384	712	248	400
70	0	0	0	0	0	0	0	0	368	104	0	448	0	200	88	752	304	376
71	0	0	0	0	0	0	0	608	0	520	448	664	424	224	40	24	616	664
72	0	0	0	0	0	0	0	584	464	384	144	24	296	608	64	600	568	208
73	0	0	0	0	0	0	0	72	0	296	528	168	616	8	192	0	472	0
74	0	0	0	0	0	0	0	320	320	112	544	0	464	408	456	328	416	424
75	0	0	0	0	0	0	0	400	88	632	488	392	240	64	608	648	128	120
76	0	0	0	0	0	0	0	144	592	312	504	544	328	136	376	424	256	480
77	0	0	0	0	0	0	0	416	512	232	216	232	16	744	528	768	216	136
78	0	0	0	0	0	0	0	152	504	400	304	64	472	88	120	96	272	744
79	0	0	0	0	0	0	0	304	216	464	488	512	272	360	184	424	200	112
80	0	0	0	0	0	0	0	176	0	0	376	216	0	184	0	48	64	304
81	0	0	0	0	0	0	0	400	320	112	592	96	552	216	72	328	744	544
82	0	0	0	0	0	0	0	64	256	600	760	144	208	160	184	672	376	504
83	0	0	0	0	0	0	0	640	440	608	0	232	200	176	408	408	472	464
84	0	0	0	0	0	0	0	568	304	8	120	568	0	88	520	448	552	376
85	0	0	0	0	0	0	0	392	120	8	376	464	200	488	112	424	88	320
86	0	0	0	0	0	0	0	224	608	640	160	408	560	392	80	192	336	384
87	0	0	0	0	0	0	0	168	488	288	320	744	280	504	408	128	0	408
88	0	0	0	0	0	0	0	176	0	224	536	88	592	704	704	0	152	0
89	0	0	0	0	0	0	0	376	224	168	448	472	496	240	416	48	184	432
90	0	0	0	0	0	0	0	304	0	184	136	200	624	120	776	584	440	200
91	0	0	0	0	0	0	0	456	472	624	272	312	576	312	448	0	256	176
92	0	0	0	0	0	0	0	216	136	376	56	576	192	368	40	536	728	544
93	0	0	0	0	0	0	0	704	248	472	336	432	104	240	96	600	160	632
94	0	0	0	0	0	0	0	584	704	176	672	512	48	576	464	24	64	104
95	0	0	0	0	0	0	0	632	280	344	552	72	504	536	552	184	8	160
96	0	0	0	0	0	0	0	424	104	0	736	160	328	96	720	192	240	680
97	0	0	0	0	0	0	0	704	152	536	600	512	0	408	80	40	160	80
98	0	0	0	0	0	0	0	0	208	96	256	432	360	416	0	56	536	0
99	0	0	0	0	0	0	0	304	448	576	0	288	192	112	160	112	744	56
100	0	0	0	0	0	0	0	752	296	96	488	704	112	0	296	224	200	440
101	0	0	0	0	0	0	0	440	456	472	400	328	272	312	176	480	392	280
102	0	0	0	0	0	0	0	584	552	56	376	376	120	216	592	584	272	136
103	0	0	0	0	0	0	0	248	416	576	32	472	632	224	712	88	288	328
104	0	0	0	0	0	0	0	0	32	232	656	592	176	704	280	392	424	520
105	0	0	0	0	0	0	0	248	616	360	112	296	392	416	0	568	328	488
106	0	0	0	0	0	0	0	112	600	344	152	528	304	176	152	800	184	144
107	0	0	0	0	0	0	0	432	656	360	240	472	0	776	72	312	64	72
108	0	0	0	0	0	0	0	128	704	488	416	0	632	240	0	664	232	8
109	0	0	0	0	0	0	0	184	0	0	0	56	256	152	264	280	40	192
110	0	0	0	0	0	0	0	344	144	504	552	184	256	736	712	232	160	264
111	0	0	0	0	0	0	0	176	296	104	136	440	0	176	568	632	616	32
112	0	0	0	0	0	0	0	616	192	232	376	280	480	104	624	88	200	560
