Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.707s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	13.4	15.2	13	13.4	15.2	15.4	1.2	16	14.4	16.8	15.4	0	0	17	13.8	15.8	18	0
61	0	0	0	0	0	0	0	360	448	0	160	0	0	632	192	488	920	0
62	0	0	0	0	0	0	0	280	520	504	800	0	0	936	976	384	920	0
63	0	0	0	0	0	0	0	96	992	680	216	0	0	432	552	744	576	0
64	0	0	0	0	0	0	0	344	576	584	568	0	0	352	792	632	592	0
65	0	0	0	0	0	0	0	0	248	0	792	0	0	656	640	480	144	0
66	0	0	0	0	0	0	0	328	984	520	824	0	0	312	80	0	208	0
67	0	0	0	0	0	0	0	920	88	960	568	0	0	720	16	624	696	0
68	0	0	0	0	0	0	0	584	0	952	208	0	0	248	976	544	776	0
69	0	0	0	0	0	0	0	216	248	80	72	0	0	504	568	1000	344	0
70	0	0	0	0	0	0	0	0	464	128	0	0	0	248	112	936	400	0
71	0	0	0	0	0	0	0	816	0	704	568	0	0	320	40	72	880	0
72	0	0	0	0	0	0	0	768	624	528	288	0	0	792	136	808	792	0
73	0	0	0	0	0	0	0	88	0	384	624	0	0	0	248	0	536	0
74	0	0	0	0	0	0	0	648	632	384	936	0	0	824	824	688	624	0
75	0	0	0	0	0	0	0	512	192	976	552	0	0	0	1000	864	368	0
76	0	0	0	0	0	0	0	144	928	264	1000	0	0	528	448	816	344	0
77	0	0	0	0	0	0	0	320	440	320	48	0	0	872	776	896	288	0
78	0	0	0	0	0	0	0	296	360	264	192	0	0	104	152	0	112	0
79	0	0	0	0	0	0	0	544	528	848	832	0	0	488	224	600	488	0
80	0	0	0	0	0	0	0	696	0	0	976	0	0	472	0	72	688	0
81	0	0	0	0	0	0	0	120	792	456	648	0	0	408	96	760	704	0
82	0	0	0	0	0	0	0	104	80	624	840	0	0	104	248	784	504	0
83	0	0	0	0	0	0	0	528	248	528	0	0	0	80	24	392	312	0
84	0	0	0	0	0	0	0	1024	680	168	144	0	0	224	1000	744	1024	0
85	0	0	0	0	0	0	0	672	312	120	624	0	0	872	240	712	104	0
86	0	0	0	0	0	0	0	216	984	872	160	0	0	536	160	176	456	0
87	0	0	0	0	0	0	0	240	512	288	416	0	0	688	592	160	0	0
88	0	0	0	0	0	0	0	296	0	296	776	0	0	992	992	0	248	0
89	0	0	0	0	0	0	0	600	456	392	784	0	0	328	776	128	264	0
90	0	0	0	0	0	0	0	368	0	224	168	0	0	168	936	760	560	0
91	0	0	0	0	0	0	0	616	720	920	488	0	0	560	616	0	488	0
92	0	0	0	0	0	0	0	352	216	576	0	0	0	480	48	720	952	0
93	0	0	0	0	0	0	0	920	304	584	408	0	0	296	160	712	208	0
94	0	0	0	0	0	0	0	920	976	296	1000	0	0	752	640	32	64	0
95	0	0	0	0	0	0	0	968	408	560	880	0	0	920	864	440	128	0
96	0	0	0	0	0	0	0	552	120	0	1000	0	0	88	936	216	264	0
97	0	0	0	0	0	0	0	824	216	616	792	0	0	576	112	40	224	0
98	0	0	0	0	0	0	0	0	264	120	312	0	0	592	0	88	656	0
99	0	0	0	0	0	0	0	360	560	680	0	0	0	120	224	168	936	0
100	0	0	0	0	0	0	0	1000	424	168	656	0	0	0	384	304	288	0
101	0	0	0	0	0	0	0	816	808	624	768	0	0	824	504	904	880	0
102	0	0	0	0	0	0	0	672	536	440	296	0	0	96	928	728	184	0
103	0	0	0	0	0	0	0	264	672	512	272	0	0	504	928	24	664	0
104	0	0	0	0	0	0	0	0	72	312	920	0	0	992	208	728	328	0
105	0	0	0	0	0	0	0	392	560	232	0	0	0	208	0	456	232	0
106	0	0	0	0	0	0	0	152	1016	632	216	0	0	488	208	1288	512	0
107	0	0	0	0	0	0	0	552	848	416	344	0	0	984	88	392	64	0
108	0	0	0	0	0	0	0	192	952	664	608	0	0	328	16	984	328	0
109	0	0	0	0	0	0	0	632	0	96	184	0	0	560	888	680	296	0
110	0	0	0	0	0	0	0	192	272	928	768	0	0	1000	760	136	0	0
111	0	0	0	0	0	0	0	192	384	0	160	0	0	64	576	768	832	0
112	0	0	0	0	0	0	0	544	224	152	192	0	0	0	472	72	280	0
