Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.707s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15.4	12	14.4	15.2	12.2	12.8	16	14	17.2	13.6	11.4	12	17	14.8	15.2	14.6	14.6	14	11.4	16.8	11.2
61	0	0	0	0	0	0	0	0	0	0	24	0	216	312	272	368	272	0	8	400	720
62	0	0	0	0	0	0	0	0	0	0	24	344	376	344	120	792	320	88	208	224	608
63	0	0	0	0	0	0	0	0	0	0	432	0	592	800	240	384	8	216	184	0	752
64	0	0	0	0	0	0	0	0	0	0	416	432	496	504	96	776	328	128	384	32	576
65	0	0	0	0	0	0	0	0	0	0	720	744	720	24	584	504	344	0	168	392	368
66	0	0	0	0	0	0	0	0	0	0	0	568	536	584	224	192	312	832	600	296	168
67	0	0	0	0	0	0	0	0	0	0	600	760	608	376	120	48	264	232	616	48	832
68	0	0	0	0	0	0	0	0	0	0	576	616	40	456	296	216	328	80	648	696	496
69	0	0	0	0	0	0	0	0	0	0	0	224	0	184	56	664	600	8	176	256	280
70	0	0	0	0	0	0	0	0	0	0	192	176	104	792	800	560	296	112	208	528	224
71	0	0	0	0	0	0	0	0	0	0	336	440	736	160	632	592	632	208	144	0	728
72	0	0	0	0	0	0	0	0	0	0	416	664	72	360	272	680	464	272	104	488	280
73	0	0	0	0	0	0	0	0	0	0	336	328	192	272	376	0	568	160	128	0	0
74	0	0	0	0	0	0	0	0	0	0	88	240	512	512	384	48	520	408	736	248	400
75	0	0	0	0	0	0	0	0	0	0	496	288	456	704	224	664	720	592	96	528	536
76	0	0	0	0	0	0	0	0	0	0	0	0	160	0	312	464	160	392	272	472	192
77	0	0	0	0	0	0	0	0	0	0	176	248	296	776	40	136	984	544	216	520	32
78	0	0	0	0	0	0	0	0	0	0	784	768	16	232	248	152	576	0	184	296	144
79	0	0	0	0	0	0	0	0	0	0	384	32	24	328	0	264	352	272	80	128	280
80	0	0	0	0	0	0	0	0	0	0	408	712	256	696	88	624	440	504	480	216	0
81	0	0	0	0	0	0	0	0	0	0	168	144	360	584	56	672	40	336	568	368	640
82	0	0	0	0	0	0	0	0	0	0	200	520	224	72	0	336	0	384	552	88	680
83	0	0	0	0	0	0	0	0	0	0	256	80	344	32	352	32	400	280	512	40	0
84	0	0	0	0	0	0	0	0	0	0	752	336	448	760	688	696	48	568	536	0	376
85	0	0	0	0	0	0	0	0	0	0	296	712	176	384	384	48	0	472	336	104	648
86	0	0	0	0	0	0	0	0	0	0	656	672	0	312	720	0	568	456	152	496	0
87	0	0	0	0	0	0	0	0	0	0	184	56	248	0	160	24	160	0	296	176	0
88	0	0	0	0	0	0	0	0	0	0	440	104	432	96	544	776	480	304	472	272	80
89	0	0	0	0	0	0	0	0	0	0	792	120	0	312	800	0	104	72	752	792	296
90	0	0	0	0	0	0	0	0	0	0	184	112	264	472	424	88	568	120	176	304	640
91	0	0	0	0	0	0	0	0	0	0	360	392	0	24	32	376	552	416	136	0	0
92	0	0	0	0	0	0	0	0	0	0	696	208	392	568	0	112	168	520	200	304	176
93	0	0	0	0	0	0	0	0	0	0	272	40	408	280	544	248	360	712	8	0	456
94	0	0	0	0	0	0	0	0	0	0	360	560	168	544	408	744	568	0	712	160	472
95	0	0	0	0	0	0	0	0	0	0	696	768	576	640	464	104	552	184	136	352	344
96	0	0	0	0	0	0	0	0	0	0	432	560	504	424	688	680	0	512	184	392	304
97	0	0	0	0	0	0	0	0	0	0	488	568	56	0	336	80	256	392	384	320	712
98	0	0	0	0	0	0	0	0	0	0	480	528	0	1024	784	368	728	168	368	48	56
99	0	0	0	0	0	0	0	0	0	0	456	448	488	496	520	0	168	264	8	592	248
100	0	0	0	0	0	0	0	0	0	0	0	168	456	72	224	328	328	16	744	424	784
101	0	0	0	0	0	0	0	0	0	0	232	56	336	88	576	304	784	184	416	656	392
102	0	0	0	0	0	0	0	0	0	0	280	104	552	192	0	296	464	744	128	8	272
103	0	0	0	0	0	0	0	0	0	0	584	712	160	120	296	0	376	112	160	304	0
104	0	0	0	0	0	0	0	0	0	0	88	216	312	584	120	288	288	368	136	88	432
105	0	0	0	0	0	0	0	0	0	0	16	408	0	344	288	160	72	176	696	504	104
106	0	0	0	0	0	0	0	0	0	0	480	488	640	192	720	488	136	192	368	672	328
107	0	0	0	0	0	0	0	0	0	0	768	152	280	160	344	704	648	496	0	112	0
108	0	0	0	0	0	0	0	0	0	0	232	560	376	152	80	608	528	0	448	416	312
109	0	0	0	0	0	0	0	0	0	0	104	448	584	608	0	672	80	640	392	440	288
110	0	0	0	0	0	0	0	0	0	0	680	240	64	520	136	616	424	472	600	32	176
111	0	0	0	0	0	0	0	0	0	0	296	728	72	208	320	104	504	296	112	600	608
112	0	0	0	0	0	0	0	0	0	0	216	256	184	384	72	0	296	432	216	352	56
113	0	0	0	0	0	0	0	0	0	0	240	424	448	616	384	440	616	344	224	696	232
114	0	0	0	0	0	0	0	0	0	0	0	544	480	0	208	0	296	368	264	8	448
115	0	0	0	0	0	0	0	0	0	0	352	208	520	184	312	264	464	464	224	448	8
