Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.766s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	13.6	15.2	13	13.4	15	15.4	16.4	16	14.4	17	15.4	12.6	13.2	16.4	13.8	15.8	18	11.2
61	0	0	0	0	0	0	0	312	400	0	136	472	416	592	160	464	888	0
62	0	0	0	0	0	0	0	232	440	488	784	240	0	872	896	312	840	584
63	0	0	0	0	0	0	0	88	896	688	184	568	400	408	536	728	528	584
64	0	0	0	0	0	0	0	288	576	568	536	416	496	328	744	592	544	304
65	0	0	0	0	0	0	0	0	264	0	760	40	808	656	624	464	152	368
66	0	0	0	0	0	0	0	312	920	504	792	240	64	288	88	0	176	24
67	0	0	0	0	0	0	0	888	80	912	520	160	880	664	8	616	648	0
68	0	0	0	0	0	0	0	528	8	520	200	184	48	0	376	352	208	0
69	0	0	0	0	0	0	0	184	208	328	48	320	712	440	824	808	544	632
70	0	0	0	0	0	0	0	0	456	88	0	576	288	384	112	1072	480	464
71	0	0	0	0	0	0	0	784	0	664	560	848	136	344	40	64	816	896
72	0	0	0	0	0	0	0	760	680	520	312	80	544	784	120	776	792	272
73	0	0	0	0	0	0	0	88	0	384	624	224	680	0	248	0	528	0
74	0	0	0	0	0	0	0	536	608	296	760	8	768	632	736	528	520	656
75	0	0	0	0	0	0	0	424	184	904	528	632	192	0	968	800	336	160
76	0	0	0	0	0	0	0	128	848	224	896	528	448	488	384	800	344	648
77	0	0	0	0	0	0	0	312	408	336	48	336	0	816	712	832	256	216
78	0	0	0	0	0	0	0	272	248	184	120	0	224	104	144	0	24	448
79	0	0	0	0	0	0	0	544	616	848	792	584	592	440	216	536	552	440
80	0	0	0	0	0	0	0	704	0	0	960	360	424	440	0	72	648	864
81	0	0	0	0	0	0	0	112	192	0	88	0	448	272	96	368	552	424
82	0	0	0	0	0	0	0	0	304	488	928	160	216	88	184	576	336	488
83	0	0	0	0	0	0	0	928	656	896	8	360	400	192	464	624	648	784
84	0	0	0	0	0	0	0	744	432	8	144	616	0	104	688	648	752	448
85	0	0	0	0	0	0	0	168	0	0	136	432	0	344	0	240	104	120
86	0	0	0	0	0	0	0	528	704	624	528	544	784	704	296	504	192	656
87	0	0	0	0	0	0	0	200	696	536	360	1088	392	608	552	152	128	600
88	0	0	0	0	0	0	0	280	0	288	752	208	552	608	608	0	0	0
89	0	0	0	0	0	0	0	472	360	360	696	800	1088	600	1040	120	472	736
90	0	0	0	0	0	0	0	312	0	224	152	264	760	168	976	712	536	232
91	0	0	0	0	0	0	0	576	640	856	392	504	888	496	568	0	424	256
92	0	0	0	0	0	0	0	320	184	512	0	680	288	504	48	720	936	728
93	0	0	0	0	0	0	0	864	296	560	400	568	144	264	144	752	192	920
94	0	0	0	0	0	0	0	888	976	256	928	736	64	664	584	24	72	136
95	0	0	0	0	0	0	0	816	392	504	744	48	784	792	752	360	96	344
96	0	0	0	0	0	0	0	560	128	0	976	216	496	80	960	208	280	928
97	0	0	0	0	0	0	0	864	208	616	744	696	0	568	120	40	216	88
98	0	0	0	0	0	0	0	0	280	128	336	592	440	568	0	80	656	0
99	0	0	0	0	0	0	0	336	576	664	0	376	272	128	232	160	928	88
100	0	0	0	0	0	0	0	976	384	160	640	880	144	0	376	304	272	616
