Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.701s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15.4	12	14.4	15.2	12.2	12.8	16	14	17.2	13.6	11.4	12	17	14.8	15.2	14.6	14.6	14	11.4	16.8	11.2
61	0	0	0	0	0	0	0	0	0	0	24	0	168	304	256	352	224	0	0	344	680
62	0	0	0	0	0	0	0	0	0	0	0	208	184	336	80	696	200	72	184	224	504
63	0	0	0	0	0	0	0	0	0	0	376	8	544	712	184	336	0	208	160	0	720
64	0	0	0	0	0	0	0	0	0	0	296	376	400	432	80	664	304	224	352	16	424
65	0	0	0	0	0	0	0	0	0	0	608	560	544	32	432	336	200	0	120	376	296
66	0	0	0	0	0	0	0	0	0	0	0	472	400	496	192	200	352	504	456	240	224
67	0	0	0	0	0	0	0	0	0	0	496	648	552	280	80	56	248	168	584	24	672
68	0	0	0	0	0	0	0	0	0	0	504	496	24	392	248	248	256	40	512	576	312
69	0	0	0	0	0	0	0	0	0	0	0	272	0	8	0	472	0	8	232	352	336
70	0	0	0	0	0	0	0	0	0	0	144	136	56	848	672	688	976	56	152	384	152
71	0	0	0	0	0	0	0	0	0	0	304	280	472	152	520	432	368	216	168	0	512
72	0	0	0	0	0	0	0	0	0	0	360	624	64	272	272	656	448	240	80	352	232
73	0	0	0	0	0	0	0	0	0	0	240	272	136	128	360	0	424	136	0	0	0
74	0	0	0	0	0	0	0	0	0	0	136	216	560	488	376	0	400	232	560	160	376
75	0	0	0	0	0	0	0	0	0	0	256	280	152	536	88	400	504	584	328	336	336
76	0	0	0	0	0	0	0	0	0	0	168	24	320	184	456	520	304	440	200	504	336
77	0	0	0	0	0	0	0	0	0	0	136	224	288	736	32	112	928	504	192	496	32
78	0	0	0	0	0	0	0	0	0	0	760	720	16	208	224	128	536	0	192	216	80
79	0	0	0	0	0	0	0	0	0	0	344	328	16	704	0	240	712	568	384	80	192
80	0	0	0	0	0	0	0	0	0	0	408	472	152	504	160	528	336	416	336	208	0
81	0	0	0	0	0	0	0	0	0	0	152	128	312	536	56	656	64	272	544	344	576
82	0	0	0	0	0	0	0	0	0	0	208	512	224	24	0	336	0	376	536	64	664
83	0	0	0	0	0	0	0	0	0	0	224	80	312	232	384	32	408	144	480	40	0
84	0	0	0	0	0	0	0	0	0	0	528	168	376	464	472	392	24	528	464	0	312
85	0	0	0	0	0	0	0	0	0	0	384	784	96	336	376	136	0	392	304	72	544
86	0	0	0	0	0	0	0	0	0	0	240	320	0	216	304	0	144	72	0	56	0
87	0	0	0	0	0	0	0	0	0	0	408	328	264	32	416	400	784	240	344	464	8
88	0	0	0	0	0	0	0	0	0	0	528	200	400	16	496	448	136	424	528	256	80
89	0	0	0	0	0	0	0	0	0	0	712	120	0	264	744	0	48	40	696	688	192
90	0	0	0	0	0	0	0	0	0	0	56	72	104	472	416	128	768	120	176	288	616
91	0	0	0	0	0	0	0	0	0	0	312	288	96	0	40	304	408	392	128	0	0
92	0	0	0	0	0	0	0	0	0	0	840	288	392	544	8	240	216	528	168	320	160
93	0	0	0	0	0	0	0	0	0	0	272	0	216	136	184	56	16	232	0	0	240
94	0	0	0	0	0	0	0	0	0	0	80	384	192	376	392	576	624	376	384	56	336
95	0	0	0	0	0	0	0	0	0	0	472	440	440	392	528	272	384	0	280	184	240
96	0	0	0	0	0	0	0	0	0	0	512	512	352	472	376	240	128	160	184	368	104
97	0	0	0	0	0	0	0	0	0	0	264	344	152	416	512	312	104	568	72	352	544
98	0	0	0	0	0	0	0	0	0	0	496	688	0	304	576	312	536	120	432	40	184
99	0	0	0	0	0	0	0	0	0	0	408	352	424	608	608	0	304	240	8	552	200
100	0	0	0	0	0	0	0	0	0	0	0	168	416	48	152	264	280	16	640	360	664
101	0	0	0	0	0	0	0	0	0	0	192	56	272	72	552	264	656	144	352	568	352
102	0	0	0	0	0	0	0	0	0	0	408	264	648	160	0	304	448	696	72	0	208
103	0	0	0	0	0	0	0	0	0	0	88	80	0	144	104	0	192	0	216	200	0
104	0	0	0	0	0	0	0	0	0	0	504	744	264	240	280	200	344	328	136	248	280
105	0	0	0	0	0	0	0	0	0	0	8	360	0	512	296	144	176	248	880	496	112
106	0	0	0	0	0	0	0	0	0	0	400	376	440	112	528	400	112	128	264	496	280
107	0	0	0	0	0	0	0	0	0	0	776	136	216	136	288	656	640	104	0	80	0
108	0	0	0	0	0	0	0	0	0	0	224	320	48	144	80	264	128	328	48	0	0
109	0	0	0	0	0	0	0	0	0	0	0	464	480	152	0	512	272	176	424	616	448
110	0	0	0	0	0	0	0	0	0	0	432	56	176	704	104	720	128	584	376	48	128
