Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.790s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15.4	12	14.4	15.2	12.2	12.8	16	14	17.2	13.6	11.4	12	17	14.8	15.2	14.6	14.6	14	11.4	16.8	11.2
61	0	0	0	0	0	0	0	0	0	0	32	0	240	392	336	488	328	0	16	512	904
62	0	0	0	0	0	0	0	0	0	0	24	376	376	424	144	928	376	104	280	256	720
63	0	0	0	0	0	0	0	0	0	0	544	0	696	864	288	472	16	272	232	0	960
64	0	0	0	0	0	0	0	0	0	0	392	448	520	520	72	824	320	256	440	40	592
65	0	0	0	0	0	0	0	0	0	0	840	824	776	24	640	504	392	48	192	496	400
66	0	0	0	0	0	0	0	0	0	0	0	616	600	616	192	264	424	760	704	344	144
67	0	0	0	0	0	0	0	0	0	0	744	888	680	392	136	56	304	152	664	0	1024
68	0	0	0	0	0	0	0	0	0	0	720	528	0	424	80	8	136	152	760	808	440
69	0	0	0	0	0	0	0	0	0	0	0	264	16	288	256	952	896	0	216	432	368
70	0	0	0	0	0	0	0	0	0	0	216	224	128	872	864	632	320	120	184	608	232
71	0	0	0	0	0	0	0	0	0	0	376	520	816	152	640	680	688	216	144	0	784
72	0	0	0	0	0	0	0	0	0	0	472	864	88	432	336	864	560	312	120	592	336
73	0	0	0	0	0	0	0	0	0	0	544	680	816	360	520	0	880	272	408	0	104
74	0	0	0	0	0	0	0	0	0	0	0	72	400	880	688	48	600	608	808	336	592
75	0	0	0	0	0	0	0	0	0	0	568	296	392	688	264	728	720	680	112	552	640
76	0	0	0	0	0	0	0	0	0	0	16	80	216	48	424	760	600	840	496	936	224
77	0	0	0	0	0	0	0	0	0	0	232	256	352	984	64	0	960	376	128	360	24
78	0	0	0	0	0	0	0	0	0	0	984	968	16	320	320	176	664	0	248	328	176
79	0	0	0	0	0	0	0	0	0	0	480	456	24	944	0	376	968	776	512	136	376
80	0	0	0	0	0	0	0	0	0	0	88	336	0	416	160	376	304	432	64	96	0
81	0	0	0	0	0	0	0	0	0	0	488	368	520	768	32	928	72	368	856	536	520
82	0	0	0	0	0	0	0	0	0	0	248	688	288	88	0	392	0	456	688	104	840
83	0	0	0	0	0	0	0	0	0	0	312	96	448	320	472	48	536	320	648	40	0
84	0	0	0	0	0	0	0	0	0	0	792	384	424	592	736	688	16	560	536	0	392
85	0	0	0	0	0	0	0	0	0	0	376	936	184	496	448	56	0	504	432	144	776
86	0	0	0	0	0	0	0	0	0	0	472	624	0	392	520	0	328	72	0	16	0
87	0	0	0	0	0	0	0	0	0	0	360	280	456	64	336	656	896	408	416	656	96
88	0	0	0	0	0	0	0	0	0	0	680	240	488	56	616	576	96	536	552	288	0
89	0	0	0	0	0	0	0	0	0	0	944	152	0	352	936	0	112	80	856	808	352
90	0	0	0	0	0	0	0	0	0	0	64	64	56	336	288	0	296	0	0	464	456
91	0	0	0	0	0	0	0	0	0	0	624	496	168	192	224	720	1064	728	256	0	240
92	0	0	0	0	0	0	0	0	0	0	824	264	416	752	0	144	208	648	248	408	224
93	0	0	0	0	0	0	0	0	0	0	392	0	328	200	424	160	288	624	0	0	400
94	0	0	0	0	0	0	0	0	0	0	344	656	344	616	472	784	672	40	720	136	536
95	0	0	0	0	0	0	0	0	0	0	552	552	480	736	504	128	632	184	136	456	384
96	0	0	0	0	0	0	0	0	0	0	568	592	408	360	344	352	0	168	136	304	0
97	0	0	0	0	0	0	0	0	0	0	488	656	128	568	848	400	256	680	288	392	904
98	0	0	0	0	0	0	0	0	0	0	536	632	0	624	920	360	832	128	400	8	72
99	0	0	0	0	0	0	0	0	0	0	488	520	520	600	616	0	208	312	16	720	256
100	0	0	0	0	0	0	0	0	0	0	0	192	584	56	240	384	328	16	872	496	928
101	0	0	0	0	0	0	0	0	0	0	264	64	432	0	472	0	0	232	528	808	496
