Dst	Src	HeMcs	Txlevel	Num	isObss
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  3659	  0
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  2229	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  4234	  0
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  4626	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  3551	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  3216	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  4878	  0
15 	  14	  4	  10	  9	  0
14 	  15	  4	  10	  3823	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  2982	  0
12 	  11	  4	  10	  10	  0
11 	  12	  4	  10	  2708	  0
1 	  2	  0	  2	  146	  1
11 	  10	  4	  10	  15	  0
10 	  11	  4	  10	  1808	  0
10 	  11	  2	  10	  2	  1
10 	  11	  3	  6	  16	  1
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  1885	  0
9 	  10	  0	  2	  121	  1
11 	  12	  0	  7	  17	  1
9 	  10	  1	  4	  50	  1
7 	  8	  1	  10	  67	  1
13 	  14	  0	  2	  119	  1
5 	  6	  0	  2	  139	  1
5 	  6	  1	  4	  52	  1
15 	  16	  2	  10	  34	  1
11 	  12	  1	  10	  24	  1
15 	  16	  0	  7	  58	  1
11 	  12	  2	  10	  9	  1
3 	  4	  0	  7	  40	  1
2 	  3	  3	  6	  7	  1
10 	  11	  0	  7	  5	  1
2 	  3	  0	  7	  17	  1
2 	  3	  2	  10	  8	  1
1 	  2	  0	  7	  9	  1
9 	  10	  3	  6	  23	  1
3 	  4	  1	  10	  10	  1
6 	  7	  0	  7	  37	  1
5 	  6	  3	  6	  37	  1
14 	  15	  0	  7	  14	  1
6 	  7	  2	  10	  10	  1
13 	  14	  0	  7	  20	  1
7 	  8	  0	  7	  39	  1
13 	  14	  3	  6	  19	  1
6 	  7	  3	  6	  21	  1
7 	  8	  2	  10	  34	  1
1 	  2	  1	  4	  4	  1
5 	  6	  0	  7	  8	  1
15 	  16	  1	  10	  5	  1
14 	  15	  3	  6	  42	  1
14 	  15	  2	  10	  8	  1
13 	  14	  1	  4	  9	  1

 TotalReset Number= 15639
