Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  10337	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  8084	  0
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  11289	  0
8 	  7	  4	  10	  11	  0
7 	  8	  4	  10	  8728	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  11003	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  8742	  0
8 	  9	  0	  7	  127	  1
7 	  8	  3	  6	  91	  1
2 	  3	  2	  10	  73	  1
1 	  2	  3	  6	  91	  1
8 	  9	  2	  10	  146	  1
1 	  2	  0	  7	  37	  1
2 	  3	  0	  7	  157	  1
7 	  8	  0	  7	  36	  1

 TotalReset Number= 13477
