Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  10886	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  9058	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  9011	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  7209	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  11841	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  9414	  0
8 	  9	  0	  7	  401	  1
2 	  3	  0	  7	  162	  1
1 	  2	  3	  6	  146	  1
2 	  3	  2	  10	  187	  1
7 	  8	  3	  6	  154	  1
8 	  9	  2	  10	  328	  1
1 	  2	  0	  7	  93	  1
7 	  8	  0	  7	  52	  1

 TotalReset Number= 13702
