Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  12227	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  9574	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  10669	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  8404	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  12099	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  9543	  0
2 	  3	  2	  10	  399	  1
7 	  8	  3	  6	  322	  1
1 	  2	  0	  7	  135	  1
8 	  9	  0	  7	  434	  1
7 	  8	  0	  7	  149	  1
2 	  3	  0	  7	  437	  1
8 	  9	  2	  10	  288	  1
1 	  2	  3	  6	  255	  1
1 	  2	  5	  10	  6	  1

 TotalReset Number= 13311
