Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  12992	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  9987	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  10891	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  8340	  0
8 	  9	  4	  10	  1	  1
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  10966	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  8792	  0
2 	  3	  0	  7	  390	  1
2 	  3	  2	  10	  275	  1
8 	  9	  0	  7	  398	  1
7 	  8	  3	  6	  276	  1
8 	  9	  2	  10	  268	  1
1 	  2	  3	  6	  211	  1
7 	  8	  0	  7	  78	  1
1 	  2	  0	  7	  78	  1

 TotalReset Number= 13211
