Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.772s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	12.6	16	15.4	16	16	15	12.6	16.4
61	0	0	953.6	1356.8	1456	1321.6	1078.4	1324.8
62	0	0	1308.8	892.8	1104	1216	1219.2	1155.2
63	0	0	1008	1174.4	752	1296	1168	678.4
64	0	0	889.6	1030.4	1193.6	950.4	752	1088
65	0	0	1113.6	777.6	985.6	1113.6	1024	851.2
66	0	0	1097.6	1052.8	803.2	1376	816	841.6
67	0	0	780.8	886.4	864	822.4	1504	1164.8
68	0	0	1078.4	1072	1091.2	704	1200	960
69	0	0	899.2	905.6	1184	1024	1052.8	736
70	0	0	787.2	1318.4	944	950.4	876.8	1097.6
71	0	0	1110.4	956.8	998.4	1148.8	931.2	1110.4
72	0	0	1132.8	960	803.2	1040	1075.2	960
73	0	0	944	1065.6	1427.2	1196.8	787.2	1046.4
74	0	0	972.8	1216	1376	582.4	934.4	1110.4
75	0	0	1027.2	892.8	956.8	1043.2	1344	979.2
76	0	0	1062.4	512	1171.2	1590.4	806.4	896
77	0	0	880	1152	563.2	1158.4	1059.2	1344
78	0	0	1145.6	1238.4	934.4	1104	1078.4	950.4
79	0	0	777.6	1264	915.2	1324.8	1100.8	755.2
80	0	0	739.2	972.8	956.8	889.6	1331.2	1004.8
81	0	0	873.6	1132.8	1360	793.6	1148.8	908.8
82	0	0	1081.6	1081.6	918.4	953.6	1379.2	1046.4
83	0	0	1171.2	960	1107.2	918.4	1116.8	688
84	0	0	553.6	864	1062.4	803.2	1264	1264
85	0	0	1142.4	777.6	1062.4	1123.2	752	1152
86	0	0	1129.6	825.6	896	832	966.4	873.6
87	0	0	1126.4	956.8	940.8	1180.8	953.6	880
88	0	0	988.8	982.4	1081.6	764.8	950.4	979.2
89	0	0	1020.8	1232	780.8	905.6	1331.2	876.8
90	0	0	758.4	979.2	886.4	995.2	1379.2	1059.2
avg	0	0	985.173	1016.32	1019.2	1037.44	1079.36	992.747
delay	0.253968	0.25	489.862	486.363	486.894	482.429	493.759	482.112
loss	0	0	0.523694	0.226284	0.526096	0.538889	0.246241	0.561957
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=22', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
