Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.709s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14.4	11	16.2	16.4	12.4	12.8	12.2	16.8
61	0	0	1628.8	800	1337.6	1132.8	806.4	1520
62	0	0	774.4	915.2	937.6	1302.4	716.8	1276.8
63	0	0	688	992	729.6	723.2	704	633.6
64	0	0	841.6	659.2	700.8	748.8	924.8	937.6
65	0	0	793.6	1136	803.2	678.4	1024	873.6
66	0	0	972.8	531.2	633.6	771.2	816	905.6
67	0	0	960	851.2	956.8	796.8	1001.6	1094.4
68	0	0	659.2	790.4	518.4	752	918.4	998.4
69	0	0	835.2	976	736	656	867.2	931.2
70	0	0	707.2	848	812.8	790.4	886.4	1244.8
71	0	0	825.6	832	1088	969.6	819.2	742.4
72	0	0	630.4	1177.6	886.4	752	1152	716.8
73	0	0	876.8	729.6	630.4	976	1049.6	1040
74	0	0	710.4	867.2	899.2	451.2	924.8	1001.6
75	0	0	924.8	739.2	576	934.4	768	800
76	0	0	889.6	947.2	748.8	876.8	937.6	809.6
77	0	0	812.8	992	832	758.4	784	742.4
78	0	0	969.6	566.4	960	579.2	656	854.4
79	0	0	483.2	1161.6	809.6	985.6	1094.4	723.2
80	0	0	1081.6	870.4	697.6	752	1008	841.6
81	0	0	998.4	1062.4	704	588.8	1056	921.6
82	0	0	934.4	918.4	745.6	899.2	844.8	947.2
83	0	0	976	1203.2	742.4	483.2	944	1014.4
84	0	0	873.6	956.8	678.4	979.2	918.4	704
85	0	0	748.8	992	982.4	710.4	1132.8	1030.4
86	0	0	512	1040	809.6	736	905.6	963.2
87	0	0	832	928	800	902.4	819.2	832
88	0	0	915.2	1168	784	918.4	953.6	742.4
89	0	0	547.2	1126.4	880	1017.6	969.6	713.6
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=40e6', '--ratio=0.375', '--RngRun=5', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
