Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.767s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	17.4	16.2	17	16.8	12	12.2	16	15.6
61	0	0	880	1123.2	1190.4	1424	963.2	870.4
62	0	0	966.4	995.2	1148.8	1251.2	963.2	825.6
63	0	0	998.4	1574.4	1132.8	892.8	1241.6	1097.6
64	0	0	1350.4	768	1216	1404.8	1408	1337.6
65	0	0	1200	1148.8	1187.2	1164.8	1283.2	1219.2
66	0	0	838.4	1417.6	1113.6	816	1507.2	1449.6
67	0	0	1366.4	1737.6	880	1145.6	752	1392
68	0	0	1353.6	1273.6	1107.2	1174.4	1088	1161.6
69	0	0	1244.8	1136	1248	1139.2	1280	1235.2
70	0	0	1078.4	1267.2	1171.2	1187.2	1212.8	1081.6
71	0	0	1251.2	1286.4	1235.2	1356.8	1372.8	1260.8
72	0	0	1331.2	1030.4	1315.2	1350.4	1299.2	1289.6
73	0	0	1158.4	1267.2	1392	1475.2	1308.8	1129.6
74	0	0	1036.8	1369.6	1408	1104	1558.4	1126.4
75	0	0	1251.2	1644.8	1296	1254.4	1136	1030.4
76	0	0	1238.4	1280	832	1116.8	1507.2	848
77	0	0	1193.6	1312	1209.6	1187.2	1516.8	1120
78	0	0	1142.4	1324.8	793.6	1420.8	1350.4	1241.6
79	0	0	1436.8	1398.4	1132.8	1232	1337.6	1049.6
80	0	0	1280	1078.4	1283.2	1308.8	1024	1158.4
81	0	0	816	1219.2	1916.8	1036.8	1116.8	1424
82	0	0	960	1190.4	1414.4	1190.4	1430.4	924.8
83	0	0	1113.6	1584	1148.8	1305.6	1545.6	976
84	0	0	1452.8	1340.8	1248	1206.4	1216	1136
85	0	0	1168	1040	1091.2	1353.6	1433.6	1091.2
86	0	0	1302.4	1168	1308.8	1568	976	1257.6
87	0	0	1436.8	1609.6	1132.8	1296	1209.6	1020.8
88	0	0	1360	1318.4	1046.4	1667.2	1353.6	729.6
89	0	0	1193.6	1046.4	931.2	1097.6	1401.6	1363.2
90	0	0	1289.6	1257.6	950.4	998.4	1292.8	1424
avg	0	0	1189.65	1273.6	1182.72	1237.55	1269.55	1142.4
delay	0.252874	0.259259	34.8509	33.7621	33.9887	35.0815	35.0432	32.5156
loss	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=15e6', '--ratio=0.375', '--RngRun=33', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
