Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.747s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	12.8	11.2	13.4	15.4	13.2	13.6	16	15.6
61	0	0	1776	1356.8	1472	681.6	1033.6	1123.2
62	0	0	1088	1014.4	902.4	912	924.8	992
63	0	0	710.4	876.8	931.2	908.8	995.2	1251.2
64	0	0	841.6	1097.6	1104	1088	864	745.6
65	0	0	972.8	979.2	870.4	1078.4	892.8	912
66	0	0	908.8	1056	928	809.6	652.8	1036.8
67	0	0	816	873.6	902.4	1161.6	771.2	761.6
68	0	0	870.4	995.2	1200	860.8	598.4	1020.8
69	0	0	816	915.2	998.4	841.6	860.8	662.4
70	0	0	1017.6	768	985.6	620.8	758.4	1024
71	0	0	755.2	998.4	880	969.6	720	1065.6
72	0	0	1139.2	992	902.4	720	908.8	1148.8
73	0	0	729.6	771.2	1014.4	896	867.2	828.8
74	0	0	931.2	864	780.8	918.4	896	982.4
75	0	0	963.2	1065.6	841.6	1126.4	883.2	796.8
76	0	0	947.2	963.2	790.4	908.8	1017.6	617.6
77	0	0	784	1049.6	1168	1056	819.2	736
78	0	0	1292.8	902.4	720	758.4	896	1155.2
79	0	0	1040	992	1036.8	947.2	828.8	864
80	0	0	796.8	956.8	982.4	953.6	755.2	896
81	0	0	1190.4	937.6	912	1248	966.4	1187.2
82	0	0	883.2	1078.4	934.4	1056	1040	720
83	0	0	896	931.2	662.4	681.6	825.6	899.2
84	0	0	844.8	716.8	867.2	934.4	1059.2	1171.2
85	0	0	844.8	825.6	944	944	886.4	736
86	0	0	1040	723.2	1145.6	1001.6	1116.8	809.6
87	0	0	864	1020.8	1241.6	851.2	985.6	774.4
88	0	0	563.2	803.2	1008	1065.6	1244.8	934.4
89	0	0	793.6	1132.8	934.4	972.8	758.4	934.4
90	0	0	678.4	956.8	857.6	700.8	857.6	1145.6
avg	0	0	926.507	953.813	963.947	922.453	889.493	931.093
delay	0.25	0.25	497.213	517.205	505.456	502.316	516.186	527.258
loss	0	0	0.254545	0.356792	0.232704	0.243191	0.707865	0.41768
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=42', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
