Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.772s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	12.8	11.2	13.4	15.4	13.2	13.6	16	15.6
61	0	0	1536	1539.2	1660.8	908.8	912	867.2
62	0	0	732.8	966.4	960	873.6	880	1065.6
63	0	0	992	720	745.6	707.2	800	960
64	0	0	784	956.8	892.8	912	886.4	707.2
65	0	0	886.4	915.2	800	880	841.6	860.8
66	0	0	867.2	854.4	816	832	755.2	902.4
67	0	0	774.4	825.6	761.6	1014.4	732.8	809.6
68	0	0	748.8	1001.6	892.8	854.4	745.6	864
69	0	0	707.2	982.4	956.8	793.6	649.6	851.2
70	0	0	732.8	640	956.8	630.4	844.8	601.6
71	0	0	755.2	988.8	812.8	1036.8	704	758.4
72	0	0	972.8	809.6	1120	857.6	784	902.4
73	0	0	822.4	697.6	848	1129.6	620.8	659.2
74	0	0	940.8	729.6	924.8	960	864	704
75	0	0	761.6	979.2	876.8	908.8	950.4	822.4
76	0	0	761.6	1088	720	716.8	816	729.6
77	0	0	934.4	819.2	790.4	947.2	806.4	649.6
78	0	0	748.8	835.2	800	710.4	931.2	832
79	0	0	848	880	1008	880	896	643.2
80	0	0	748.8	934.4	777.6	752	857.6	902.4
81	0	0	876.8	592	940.8	976	988.8	944
82	0	0	809.6	1116.8	752	844.8	889.6	739.2
83	0	0	630.4	860.8	704	809.6	880	812.8
84	0	0	892.8	787.2	659.2	992	780.8	819.2
85	0	0	704	848	1001.6	787.2	684.8	681.6
86	0	0	876.8	665.6	780.8	851.2	812.8	947.2
87	0	0	675.2	1132.8	1062.4	825.6	835.2	841.6
88	0	0	678.4	726.4	944	864	851.2	886.4
89	0	0	771.2	736	915.2	787.2	985.6	841.6
90	0	0	521.6	656	1014.4	752	787.2	960
avg	0	0	816.427	876.16	896.533	859.84	825.813	818.88
delay	0.25	0.25	521.514	585.303	530.958	531.197	582.527	605.427
loss	0	0	0.259119	0.600959	0.24354	0.268559	0.861037	0.635608
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=40e6', '--ratio=0.375', '--RngRun=42', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
