Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.854s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	16.4	12.8	13.6	14.2	17.8	12.8	14.2	12.6
61	0	0	1180.8	1136	1417.6	1545.6	915.2	1267.2
62	0	0	643.2	1859.2	803.2	1184	1164.8	1129.6
63	0	0	1132.8	588.8	1180.8	825.6	1414.4	1043.2
64	0	0	918.4	796.8	1068.8	998.4	972.8	915.2
65	0	0	1596.8	908.8	588.8	956.8	723.2	1132.8
66	0	0	934.4	1267.2	739.2	601.6	1123.2	1184
67	0	0	1228.8	1065.6	688	851.2	1468.8	841.6
68	0	0	726.4	953.6	1273.6	1171.2	1097.6	822.4
69	0	0	1068.8	1209.6	915.2	1110.4	729.6	1331.2
70	0	0	1059.2	1024	912	1129.6	1046.4	1027.2
71	0	0	649.6	1049.6	1123.2	969.6	899.2	1488
72	0	0	1190.4	729.6	1232	819.2	566.4	1324.8
73	0	0	1475.2	960	665.6	851.2	1187.2	1033.6
74	0	0	1068.8	924.8	1139.2	1040	1033.6	841.6
75	0	0	873.6	1084.8	1065.6	1008	1062.4	774.4
76	0	0	905.6	960	1270.4	851.2	707.2	1110.4
77	0	0	905.6	860.8	944	1174.4	1120	694.4
78	0	0	1088	953.6	1116.8	1353.6	854.4	1193.6
79	0	0	1257.6	1001.6	985.6	992	985.6	979.2
80	0	0	780.8	1302.4	1382.4	1059.2	956.8	787.2
81	0	0	876.8	889.6	1219.2	1238.4	780.8	1180.8
82	0	0	1200	841.6	1363.2	931.2	1040	662.4
83	0	0	1433.6	1564.8	992	617.6	1056	960
84	0	0	1107.2	732.8	1251.2	1206.4	1043.2	1001.6
85	0	0	595.2	1206.4	796.8	1011.2	1068.8	1401.6
86	0	0	761.6	1212.8	537.6	1097.6	918.4	1280
87	0	0	1145.6	998.4	825.6	864	1318.4	1091.2
88	0	0	924.8	544	1209.6	960	1052.8	1404.8
89	0	0	1353.6	918.4	675.2	956.8	1004.8	924.8
90	0	0	755.2	947.2	681.6	1283.2	1187.2	1433.6
avg	0	0	1027.95	1016.43	1002.13	1021.97	1016.64	1075.41
delay	0.378049	0.265625	490.92	499.209	499.535	496.419	502.269	495.498
loss	0	0	0.534503	0.245745	0.229858	0.266805	0.209091	0.252234
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=36', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
