Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.718s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	13.6	16.6	11.2	14.4	12.6	17.4	16.8	14
61	0	0	905.6	988.8	1721.6	1440	1760	822.4
62	0	0	905.6	928	1200	803.2	928	1008
63	0	0	809.6	918.4	1056	745.6	1008	1001.6
64	0	0	800	921.6	851.2	899.2	816	764.8
65	0	0	883.2	1276.8	928	838.4	972.8	1052.8
66	0	0	1203.2	1257.6	896	976	1065.6	790.4
67	0	0	819.2	710.4	1065.6	771.2	1174.4	835.2
68	0	0	1059.2	1017.6	716.8	1068.8	745.6	1107.2
69	0	0	899.2	710.4	992	1174.4	1008	816
70	0	0	886.4	912	796.8	822.4	1168	1059.2
71	0	0	1097.6	1139.2	806.4	1680	611.2	876.8
72	0	0	953.6	828.8	1084.8	873.6	806.4	1094.4
73	0	0	812.8	924.8	931.2	704	886.4	883.2
74	0	0	944	864	809.6	915.2	694.4	979.2
75	0	0	819.2	662.4	716.8	972.8	1052.8	774.4
76	0	0	1292.8	726.4	851.2	1129.6	745.6	886.4
77	0	0	1059.2	860.8	841.6	896	851.2	1123.2
78	0	0	1091.2	992	822.4	678.4	998.4	1078.4
79	0	0	723.2	1072	825.6	691.2	896	1148.8
80	0	0	1059.2	947.2	633.6	864	1056	902.4
81	0	0	1139.2	774.4	953.6	806.4	1091.2	931.2
82	0	0	649.6	745.6	940.8	796.8	979.2	1110.4
83	0	0	761.6	1318.4	787.2	755.2	1014.4	784
84	0	0	1267.2	835.2	854.4	1075.2	1174.4	857.6
85	0	0	1014.4	899.2	940.8	1190.4	1052.8	988.8
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=30e6', '--ratio=0.375', '--RngRun=44', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
