Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.756s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	12.8	14	15.6	14.2	16	18.4	16.6	13.8
61	0	0	828.8	1360	1078.4	1104	934.4	1417.6
62	0	0	1177.6	1388.8	960	1462.4	1366.4	1468.8
63	0	0	1251.2	937.6	1248	1190.4	1513.6	1052.8
64	0	0	1299.2	1545.6	1420.8	1216	1129.6	880
65	0	0	1078.4	1129.6	1497.6	1388.8	1417.6	1360
66	0	0	1193.6	1468.8	1552	1392	777.6	1497.6
67	0	0	1190.4	1184	1488	1545.6	1430.4	1257.6
68	0	0	1049.6	1395.2	1174.4	960	934.4	1120
69	0	0	1017.6	1414.4	1283.2	1363.2	937.6	1148.8
70	0	0	1219.2	1340.8	963.2	1296	1440	1411.2
71	0	0	985.6	1347.2	1148.8	1331.2	841.6	1228.8
72	0	0	1324.8	1264	899.2	1075.2	1216	1225.6
73	0	0	1344	1180.8	1513.6	969.6	1110.4	947.2
74	0	0	1734.4	1200	1164.8	1430.4	1401.6	1078.4
75	0	0	1299.2	1500.8	979.2	1136	1398.4	1388.8
76	0	0	1270.4	1696	1129.6	1116.8	1379.2	1337.6
77	0	0	1100.8	1321.6	1494.4	1052.8	1033.6	1123.2
78	0	0	1334.4	1337.6	1523.2	883.2	1145.6	979.2
79	0	0	1446.4	1644.8	1036.8	1116.8	1475.2	1059.2
80	0	0	1052.8	1456	1225.6	1283.2	1052.8	1241.6
81	0	0	1152	1238.4	1254.4	1302.4	1241.6	1603.2
82	0	0	1376	1244.8	1267.2	1040	1318.4	1379.2
83	0	0	1228.8	976	1564.8	1564.8	1344	1155.2
84	0	0	1318.4	1228.8	1075.2	1558.4	1334.4	1145.6
85	0	0	1123.2	1478.4	896	1283.2	1356.8	931.2
86	0	0	1196.8	1472	950.4	988.8	1331.2	1270.4
87	0	0	1174.4	1324.8	1446.4	1385.6	1011.2	950.4
88	0	0	1222.4	1321.6	1097.6	1116.8	1299.2	1401.6
89	0	0	1507.2	1558.4	1104	1420.8	1142.4	1206.4
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=15e6', '--ratio=0.375', '--RngRun=50', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
