Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.744s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	14	15.4	15	16.4	14.6	15.6	14.6	15
61	0	0	1116.8	1244.8	476.8	1372.8	1769.6	1180.8
62	0	0	992	1011.2	764.8	921.6	960	979.2
63	0	0	899.2	940.8	716.8	982.4	912	793.6
64	0	0	841.6	947.2	870.4	595.2	780.8	822.4
65	0	0	880	899.2	780.8	998.4	937.6	912
66	0	0	774.4	966.4	774.4	851.2	963.2	854.4
67	0	0	1030.4	745.6	870.4	972.8	908.8	1084.8
68	0	0	864	816	796.8	860.8	841.6	761.6
69	0	0	995.2	819.2	889.6	780.8	646.4	851.2
70	0	0	844.8	700.8	889.6	777.6	819.2	835.2
71	0	0	620.8	988.8	752	774.4	947.2	662.4
72	0	0	1126.4	979.2	755.2	1036.8	1152	668.8
73	0	0	809.6	777.6	787.2	752	684.8	729.6
74	0	0	755.2	825.6	950.4	809.6	902.4	873.6
75	0	0	777.6	688	985.6	915.2	761.6	835.2
76	0	0	1104	688	1004.8	912	752	934.4
77	0	0	880	985.6	726.4	816	921.6	684.8
78	0	0	761.6	745.6	928	780.8	944	755.2
79	0	0	857.6	777.6	732.8	867.2	739.2	816
80	0	0	1056	633.6	857.6	822.4	899.2	1014.4
81	0	0	886.4	966.4	976	950.4	620.8	684.8
82	0	0	732.8	838.4	931.2	870.4	825.6	806.4
83	0	0	694.4	742.4	924.8	582.4	723.2	876.8
84	0	0	969.6	1065.6	732.8	908.8	729.6	921.6
85	0	0	928	784	777.6	908.8	729.6	883.2
86	0	0	876.8	739.2	915.2	953.6	646.4	857.6
87	0	0	720	851.2	892.8	854.4	867.2	937.6
88	0	0	803.2	796.8	777.6	700.8	899.2	800
89	0	0	761.6	768	774.4	1084.8	732.8	1024
90	0	0	809.6	934.4	918.4	620.8	748.8	918.4
avg	0	0	872.32	855.573	831.04	867.84	858.88	858.667
delay	0.285714	0.25974	540.88	595.428	604.055	533.223	566.885	580.066
loss	0	0	0.242378	0.62294	0.657526	0.234058	0.889952	0.856
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=40e6', '--ratio=0.375', '--RngRun=31', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
