Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.801s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
60	13.4	11.6	15.2	15.6	15.8	16.4	13.8	16.2
61	0	0	1980.8	1177.6	854.4	992	1520	844.8
62	0	0	1484.8	1059.2	1068.8	918.4	896	1382.4
63	0	0	1097.6	716.8	732.8	1328	1100.8	873.6
64	0	0	1014.4	1347.2	1094.4	883.2	1132.8	940.8
65	0	0	947.2	1017.6	931.2	1270.4	892.8	1241.6
66	0	0	1020.8	1008	1129.6	1328	1020.8	764.8
67	0	0	1056	1369.6	998.4	1120	928	585.6
68	0	0	1100.8	1196.8	966.4	838.4	1254.4	883.2
69	0	0	870.4	1129.6	1184	1116.8	864	886.4
70	0	0	1248	947.2	988.8	793.6	1292.8	902.4
71	0	0	892.8	1008	934.4	867.2	1222.4	1257.6
72	0	0	1014.4	995.2	1408	1200	816	1264
73	0	0	755.2	982.4	867.2	1059.2	1318.4	832
74	0	0	880	1152	956.8	998.4	1264	1104
75	0	0	640	1523.2	652.8	1059.2	982.4	1219.2
76	0	0	665.6	1177.6	1161.6	1347.2	844.8	988.8
77	0	0	748.8	969.6	1091.2	809.6	1052.8	694.4
78	0	0	1126.4	915.2	752	1331.2	694.4	1462.4
79	0	0	844.8	1356.8	867.2	1139.2	848	1072
80	0	0	972.8	1203.2	742.4	1017.6	1190.4	1030.4
81	0	0	1088	908.8	1091.2	848	1753.6	876.8
82	0	0	672	777.6	838.4	1622.4	758.4	1244.8
83	0	0	1004.8	1488	1244.8	796.8	761.6	1241.6
84	0	0	844.8	1129.6	953.6	1113.6	886.4	1222.4
85	0	0	1260.8	1017.6	438.4	1024	1436.8	832
86	0	0	1971.2	937.6	947.2	1011.2	944	838.4
87	0	0	1158.4	1318.4	1158.4	979.2	1174.4	710.4
88	0	0	1324.8	860.8	851.2	656	860.8	1667.2
msg="Invalid WifiPhy state.", file=../src/wifi/model/wifi-phy-state-helper.cc, line=410
terminate called without an active exception
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=19', '--locationFile=locationtxt/locationFile23.txt', '--routingFile=locationtxt/routingFile23.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGIOT. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
