Dst	Src	HeMcs	Txlevel	Num	isObss
7 	  8	  4	  10	  42739	  0
8 	  7	  4	  10	  74836	  0
1 	  2	  4	  10	  40585	  0
2 	  1	  4	  10	  70465	  0
2 	  3	  4	  10	  43832	  0
3 	  2	  4	  10	  52066	  0
8 	  9	  4	  10	  46295	  0
9 	  8	  4	  10	  55528	  0
4 	  5	  4	  10	  30226	  0
5 	  4	  4	  10	  58041	  0
5 	  6	  4	  10	  34578	  0
6 	  5	  4	  10	  41655	  0
4 	  5	  1	  7	  548	  1
7 	  8	  1	  7	  464	  1
6 	  5	  4	  7	  462	  1
3 	  2	  4	  7	  681	  1
9 	  8	  4	  7	  557	  1
1 	  2	  1	  7	  409	  1
8 	  9	  1	  7	  16	  1
5 	  6	  1	  7	  3	  1
2 	  3	  1	  7	  13	  1

 TotalTx Number= 594000

 TotalReset Number= 49120
