Dst	Src	HeMcs	Txlevel	Num	isObss
1 	  2	  4	  10	  36276	  0
2 	  1	  4	  10	  63326	  0
2 	  3	  4	  10	  38935	  0
3 	  2	  4	  10	  46656	  0
4 	  5	  4	  10	  35738	  0
5 	  4	  4	  10	  65463	  0
7 	  8	  4	  10	  41053	  0
8 	  7	  4	  10	  70051	  0
5 	  6	  4	  10	  40326	  0
6 	  5	  4	  10	  47889	  0
1 	  2	  1	  7	  404	  1
8 	  9	  4	  10	  43494	  0
9 	  8	  4	  10	  51984	  0
6 	  5	  4	  7	  475	  1
3 	  2	  4	  7	  410	  1
4 	  5	  1	  7	  507	  1
7 	  8	  1	  7	  436	  1
9 	  8	  4	  7	  558	  1
8 	  9	  1	  7	  8	  1
2 	  3	  1	  7	  6	  1
5 	  6	  1	  7	  4	  1

 TotalTx Number= 584000

 TotalReset Number= 58295
