Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.789s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	13.2	14.2	14	16	12.4	18.4	13.6	15	13	16	13.4	13.8
61	1084.8	0	0	0	1344	1408	966.4	1212.8	1270.4	1254.4	1145.6	1280
62	1372.8	0	0	0	1254.4	1385.6	1456	1430.4	1049.6	1529.6	1027.2	1222.4
63	1292.8	0	0	0	1139.2	1254.4	1382.4	1478.4	732.8	1337.6	1302.4	1776
64	1532.8	0	0	0	1270.4	1312	1273.6	1411.2	1155.2	1216	1296	1420.8
65	1516.8	0	0	0	1283.2	905.6	1523.2	1318.4	1363.2	1024	1344	1609.6
66	1142.4	0	0	0	1228.8	1040	1104	1545.6	1273.6	1401.6	1641.6	1388.8
67	828.8	0	0	0	1120	1331.2	1456	1520	1318.4	1296	1286.4	1203.2
68	832	0	0	0	1440	1430.4	1372.8	1270.4	1328	1052.8	1302.4	1235.2
69	1395.2	0	0	0	1145.6	1472	1283.2	1068.8	1094.4	1401.6	934.4	1388.8
70	1027.2	0	0	0	1097.6	1056	1436.8	1500.8	1427.2	953.6	1174.4	1468.8
71	1225.6	0	0	0	1296	1148.8	1561.6	1363.2	1126.4	1228.8	956.8	1177.6
72	1328	0	0	0	1718.4	1529.6	1577.6	988.8	1052.8	1340.8	1206.4	950.4
73	1148.8	0	0	0	1356.8	1107.2	1203.2	1430.4	1100.8	1020.8	1353.6	1532.8
74	1158.4	0	0	0	1753.6	1232	1049.6	787.2	1497.6	1052.8	1488	1273.6
75	1059.2	0	0	0	940.8	1123.2	988.8	1606.4	1468.8	1363.2	1244.8	1363.2
76	1299.2	0	0	0	1363.2	1244.8	1321.6	1516.8	1260.8	1152	892.8	1024
77	1222.4	0	0	0	1209.6	1411.2	1206.4	982.4	1184	1360	1027.2	1286.4
78	1027.2	0	0	0	972.8	1052.8	1398.4	928	1657.6	1369.6	1401.6	1497.6
79	1049.6	0	0	0	1078.4	1072	1417.6	1382.4	1382.4	1152	1225.6	1180.8
80	771.2	0	0	0	1328	1382.4	1241.6	1065.6	1190.4	1360	1622.4	1091.2
81	1251.2	0	0	0	1398.4	1027.2	1116.8	1392	1449.6	1088	1382.4	966.4
82	950.4	0	0	0	1344	1049.6	1168	1056	1478.4	1632	1497.6	988.8
83	1260.8	0	0	0	1248	1459.2	1443.2	1113.6	1184	1110.4	1481.6	1193.6
84	1654.4	0	0	0	1417.6	988.8	1017.6	1356.8	1376	1094.4	1158.4	1440
85	828.8	0	0	0	1638.4	1257.6	905.6	1276.8	1612.8	1011.2	1264	1340.8
86	1420.8	0	0	0	1132.8	1100.8	1148.8	1379.2	1510.4	1337.6	1334.4	1296
87	1289.6	0	0	0	1616	1260.8	1616	1139.2	1232	1248	966.4	1254.4
88	1020.8	0	0	0	1360	1145.6	1372.8	1088	1308.8	1216	1427.2	1273.6
89	1273.6	0	0	0	1136	1372.8	1270.4	1104	1718.4	1321.6	1347.2	1264
90	1174.4	0	0	0	1699.2	1532.8	979.2	1248	928	1344	1379.2	1344
avg	1181.33	0	0	0	1311.04	1236.48	1275.31	1265.39	1291.09	1242.35	1270.4	1291.09
delay	401.81	0.239437	0.257143	0.2375	416.889	407.879	402.489	403.991	403.289	400.668	415.169	399.666
loss	0.037092	0	0	0	0.02589	0.0296684	0.0846154	0.0283806	0.0284238	0.0789116	0.0226904	0.034005
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs6', '--datarate=25e6', '--ratio=0.375', '--RngRun=8', '--locationFile=locationtxt/locationFile42a.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
