Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.781s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15	10.8	12.8	12.4	11.6	15.2	11.4	14.2	14	12	16	12.6	13.6	15.6	14.4	15	16	14	13	15	14.2
61	0	0	0	0	0	0	0	0	0	0	488	104	288	96	0	0	392	112	360	560	424
62	0	0	0	0	0	0	0	0	0	0	144	72	160	176	0	64	360	80	352	320	176
63	0	0	0	0	0	0	0	0	0	0	176	264	400	0	72	56	8	8	112	144	104
64	0	0	0	0	0	0	0	0	0	0	656	216	648	248	216	448	192	336	616	464	200
65	0	0	0	0	0	0	0	0	0	0	0	64	504	544	168	408	168	120	0	88	544
66	0	0	0	0	0	0	0	0	0	0	312	176	592	80	408	448	112	120	440	0	560
67	0	0	0	0	0	0	0	0	0	0	576	568	232	72	560	600	248	552	584	152	192
68	0	0	0	0	0	0	0	0	0	0	272	64	536	0	368	432	408	464	584	0	392
69	0	0	0	0	0	0	0	0	0	0	520	168	440	112	152	592	360	16	592	192	376
70	0	0	0	0	0	0	0	0	0	0	0	304	64	176	192	200	120	24	312	0	296
71	0	0	0	0	0	0	0	0	0	0	368	232	0	256	536	400	64	24	120	696	208
72	0	0	0	0	0	0	0	0	0	0	8	0	352	392	8	0	0	0	56	16	0
73	0	0	0	0	0	0	0	0	0	0	464	216	232	400	384	128	104	728	608	552	480
74	0	0	0	0	0	0	0	0	0	0	320	0	40	408	600	160	176	312	328	344	192
75	0	0	0	0	0	0	0	0	0	0	600	504	232	264	600	320	0	416	8	152	0
76	0	0	0	0	0	0	0	0	0	0	264	592	520	120	296	0	72	208	112	56	328
77	0	0	0	0	0	0	0	0	0	0	32	288	328	264	168	224	200	600	584	112	544
78	0	0	0	0	0	0	0	0	0	0	8	584	288	264	496	384	24	64	208	88	176
79	0	0	0	0	0	0	0	0	0	0	0	392	144	144	224	392	328	464	552	384	560
80	0	0	0	0	0	0	0	0	0	0	56	336	320	600	104	8	160	176	312	576	0
81	0	0	0	0	0	0	0	0	0	0	192	408	504	592	560	456	352	72	424	520	176
82	0	0	0	0	0	0	0	0	0	0	584	24	40	360	256	232	0	200	544	168	464
83	0	0	0	0	0	0	0	0	0	0	0	0	112	72	0	72	264	584	264	96	0
84	0	0	0	0	0	0	0	0	0	0	64	584	0	600	264	528	584	352	184	192	0
85	0	0	0	0	0	0	0	0	0	0	256	120	312	512	208	16	56	216	80	48	416
86	0	0	0	0	0	0	0	0	0	0	0	280	424	224	216	168	600	136	0	0	24
87	0	0	0	0	0	0	0	0	0	0	296	112	32	0	600	368	216	152	560	448	568
88	0	0	0	0	0	0	0	0	0	0	264	168	8	280	256	480	16	0	504	72	488
89	0	0	0	0	0	0	0	0	0	0	32	0	168	600	256	136	0	552	160	80	264
90	0	0	0	0	0	0	0	0	0	0	584	496	72	576	496	0	304	576	176	504	216
91	0	0	0	0	0	0	0	0	0	0	152	312	112	600	328	352	496	424	56	592	392
92	0	0	0	0	0	0	0	0	0	0	392	464	144	216	240	552	240	560	8	176	336
93	0	0	0	0	0	0	0	0	0	0	320	328	200	0	152	464	224	176	232	56	592
94	0	0	0	0	0	0	0	0	0	0	552	400	416	320	136	64	584	344	240	0	80
95	0	0	0	0	0	0	0	0	0	0	528	248	280	344	560	336	24	152	0	416	256
96	0	0	0	0	0	0	0	0	0	0	408	192	392	264	280	336	400	600	544	72	200
97	0	0	0	0	0	0	0	0	0	0	16	64	384	600	312	0	440	560	480	400	384
98	0	0	0	0	0	0	0	0	0	0	120	248	272	144	96	296	352	256	320	368	416
99	0	0	0	0	0	0	0	0	0	0	256	0	320	0	280	224	352	144	304	560	168
100	0	0	0	0	0	0	0	0	0	0	32	96	168	448	72	144	424	272	56	464	600
101	0	0	0	0	0	0	0	0	0	0	80	344	296	440	352	480	480	536	568	168	352
102	0	0	0	0	0	0	0	0	0	0	520	584	256	8	240	552	104	216	192	576	112
103	0	0	0	0	0	0	0	0	0	0	464	272	392	448	0	256	152	576	312	544	224
104	0	0	0	0	0	0	0	0	0	0	64	208	576	336	128	32	96	200	600	0	528
105	0	0	0	0	0	0	0	0	0	0	472	568	376	512	184	352	576	104	480	296	392
106	0	0	0	0	0	0	0	0	0	0	304	336	0	160	296	0	168	248	336	288	184
107	0	0	0	0	0	0	0	0	0	0	296	160	592	432	568	440	664	472	656	520	128
108	0	0	0	0	0	0	0	0	0	0	368	320	504	56	64	432	480	32	256	472	8
