Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.760s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	16.8	11	17.6	13.8	15.6	15.8	0	14.6	16.4	18	13.8	0	0.8	13	16.6	15.4	14	0.6
61	0	0	0	0	0	0	0	144	240	112	0	0	0	256	0	232	632	0
62	0	0	0	0	0	0	0	0	0	8	96	0	0	440	304	256	504	0
63	0	0	0	0	0	0	0	632	72	368	792	0	0	0	584	176	328	0
64	0	0	0	0	0	0	0	472	264	728	592	0	0	640	0	272	136	0
65	0	0	0	0	0	0	0	64	760	184	144	0	0	552	400	784	520	0
66	0	0	0	0	0	0	0	512	192	88	448	0	0	0	400	256	0	0
67	0	0	0	0	0	0	0	720	488	368	600	0	0	200	0	328	560	0
68	0	0	0	0	0	0	0	328	48	0	224	0	0	440	296	192	576	0
69	0	0	0	0	0	0	0	200	32	24	336	0	0	0	304	320	0	0
70	0	0	0	0	0	0	0	216	64	16	80	0	0	528	0	608	0	0
71	0	0	0	0	0	0	0	248	552	144	64	0	0	496	56	648	784	0
72	0	0	0	0	0	0	0	32	656	184	248	0	0	336	456	496	632	0
73	0	0	0	0	0	0	0	384	776	800	488	0	0	440	48	0	520	0
74	0	0	0	0	0	0	0	432	352	496	64	0	0	720	0	680	672	0
75	0	0	0	0	0	0	0	576	776	312	24	0	0	648	592	408	408	0
76	0	0	0	0	0	0	0	424	280	0	416	0	0	0	736	560	744	0
77	0	0	0	0	0	0	0	0	0	312	0	0	0	656	728	504	448	0
78	0	0	0	0	0	0	0	312	520	872	504	0	0	320	512	672	160	0
79	0	0	0	0	0	0	0	360	664	264	680	0	0	784	216	32	224	0
80	0	0	0	0	0	0	0	40	88	376	312	0	0	520	160	512	264	0
81	0	0	0	0	0	0	0	264	392	192	424	0	0	672	264	432	600	0
82	0	0	0	0	0	0	0	432	768	568	216	0	0	768	48	208	736	0
83	0	0	0	0	0	0	0	264	552	144	0	0	0	424	16	680	464	0
84	0	0	0	0	0	0	0	184	768	664	592	0	0	480	312	368	608	0
85	0	0	0	0	0	0	0	200	424	392	800	0	0	560	120	344	360	0
86	0	0	0	0	0	0	0	296	0	632	80	0	0	456	248	0	712	0
87	0	0	0	0	0	0	0	432	48	0	496	0	0	696	0	704	440	0
88	0	0	0	0	0	0	0	368	216	440	320	0	0	656	584	656	728	0
89	0	0	0	0	0	0	0	0	424	232	64	0	0	456	792	120	248	0
90	0	0	0	0	0	0	0	360	768	568	272	0	0	280	16	224	296	0
