Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.791s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	16.8	11	17.6	14	15.6	16	0	14.8	16.4	18	13.8	0	0	12.4	16.6	15.4	14.4	0
61	0	0	0	0	0	0	0	136	240	112	0	0	0	224	0	232	488	0
62	0	0	0	0	0	0	0	0	0	8	96	0	0	344	304	256	392	0
63	0	0	0	0	0	0	0	488	72	368	648	0	0	0	584	200	288	0
64	0	0	0	0	0	0	0	392	256	712	520	0	0	544	0	304	120	0
65	0	0	0	0	0	0	0	48	752	184	144	0	0	472	432	800	408	0
66	0	0	0	0	0	0	0	456	192	88	376	0	0	0	400	256	0	0
67	0	0	0	0	0	0	0	632	464	368	448	0	0	152	0	360	456	0
68	0	0	0	0	0	0	0	312	40	0	168	0	0	376	288	120	472	0
69	0	0	0	0	0	0	0	184	64	64	240	0	0	152	328	552	0	0
70	0	0	0	0	0	0	0	152	88	192	32	0	0	424	0	856	304	0
71	0	0	0	0	0	0	0	208	600	8	16	0	0	312	56	264	416	0
72	0	0	0	0	0	0	0	24	456	24	80	0	0	16	280	336	288	0
73	0	0	0	0	0	0	0	296	816	872	512	0	0	584	192	128	544	0
74	0	0	0	0	0	0	0	376	352	496	56	0	0	664	0	696	544	0
75	0	0	0	0	0	0	0	480	800	312	16	0	0	496	592	400	328	0
76	0	0	0	0	0	0	0	344	280	0	312	0	0	0	720	560	664	0
77	0	0	0	0	0	0	0	0	32	632	0	0	0	568	768	552	424	0
78	0	0	0	0	0	0	0	344	584	704	464	0	0	376	584	784	144	0
79	0	0	0	0	0	0	0	256	664	256	512	0	0	640	216	32	200	0
80	0	0	0	0	0	0	0	40	88	376	344	0	0	376	160	512	216	0
81	0	0	0	0	0	0	0	224	368	192	344	0	0	592	256	432	480	0
82	0	0	0	0	0	0	0	352	800	568	168	0	0	640	40	208	624	0
83	0	0	0	0	0	0	0	216	592	136	0	0	0	352	24	688	432	0
84	0	0	0	0	0	0	0	152	760	640	456	0	0	384	328	384	496	0
85	0	0	0	0	0	0	0	160	424	376	680	0	0	488	104	360	312	0
86	0	0	0	0	0	0	0	232	0	640	72	0	0	408	256	0	592	0
87	0	0	0	0	0	0	0	384	48	0	392	0	0	600	0	712	384	0
88	0	0	0	0	0	0	0	304	200	456	272	0	0	472	584	648	664	0
89	0	0	0	0	0	0	0	0	424	232	48	0	0	416	792	112	256	0
90	0	0	0	0	0	0	0	312	776	568	208	0	0	224	16	232	256	0
