Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.811s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15	10.8	12.8	12	11.6	15.2	11.4	14.2	14.2	0	16	12.4	0	0	14.4	13.4	0	0	13	14.8	0
61	0	0	0	0	0	0	0	0	0	0	624	152	0	0	0	0	0	0	488	768	0
62	0	0	0	0	0	0	0	0	0	0	384	96	0	0	112	264	0	0	608	664	0
63	0	0	0	0	0	0	0	0	0	0	504	640	0	0	384	584	0	0	464	224	0
64	0	0	0	0	0	0	0	0	0	0	680	120	0	0	0	168	0	0	744	704	0
65	0	0	0	0	0	0	0	0	0	0	0	72	0	0	208	480	0	0	0	120	0
66	0	0	0	0	0	0	0	0	0	0	416	200	0	0	528	544	0	0	552	0	0
67	0	0	0	0	0	0	0	0	0	0	392	392	0	0	400	376	0	0	408	136	0
68	0	0	0	0	0	0	0	0	0	0	568	280	0	0	680	752	0	0	1024	32	0
69	0	0	0	0	0	0	0	0	0	0	600	224	0	0	200	760	0	0	704	248	0
70	0	0	0	0	0	0	0	0	0	0	0	408	0	0	560	680	0	0	640	360	0
71	0	0	0	0	0	0	0	0	0	0	528	288	0	0	488	256	0	0	0	784	0
72	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	192	48	0
73	0	0	0	0	0	0	0	0	0	0	576	304	0	0	600	200	0	0	712	800	0
74	0	0	0	0	0	0	0	0	0	0	400	0	0	0	768	224	0	0	432	440	0
75	0	0	0	0	0	0	0	0	0	0	120	32	0	0	376	352	0	0	8	208	0
76	0	0	0	0	0	0	0	0	0	0	800	1192	0	0	584	56	0	0	144	72	0
77	0	0	0	0	0	0	0	0	0	0	32	408	0	0	200	280	0	0	776	152	0
78	0	0	0	0	0	0	0	0	0	0	8	760	0	0	672	496	0	0	280	128	0
79	0	0	0	0	0	0	0	0	0	0	0	544	0	0	264	520	0	0	704	496	0
80	0	0	0	0	0	0	0	0	0	0	72	448	0	0	144	8	0	0	392	680	0
81	0	0	0	0	0	0	0	0	0	0	120	208	0	0	416	416	0	0	240	352	0
82	0	0	0	0	0	0	0	0	0	0	744	176	0	0	488	400	0	0	816	376	0
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	344	112	0
84	0	0	0	0	0	0	0	0	0	0	80	752	0	0	344	696	0	0	264	248	0
85	0	0	0	0	0	0	0	0	0	0	344	160	0	0	256	16	0	0	96	80	0
86	0	0	0	0	0	0	0	0	0	0	0	336	0	0	296	248	0	0	0	0	0
87	0	0	0	0	0	0	0	0	0	0	328	144	0	0	712	520	0	0	664	568	0
88	0	0	0	0	0	0	0	0	0	0	312	224	0	0	344	632	0	0	488	32	0
89	0	0	0	0	0	0	0	0	0	0	56	0	0	0	320	56	0	0	320	112	0
90	0	0	0	0	0	0	0	0	0	0	752	720	0	0	640	0	0	0	248	664	0
91	0	0	0	0	0	0	0	0	0	0	184	424	0	0	448	584	0	0	64	744	0
92	0	0	0	0	0	0	0	0	0	0	504	664	0	0	312	704	0	0	8	224	0
