Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.814s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	16.8	11	17.6	13.8	15.4	16	15.8	14.8	16.4	18	13.8	15.4	15.8	13	16.6	15.4	14.2	15.6
61	0	0	0	0	0	0	0	176	288	144	0	368	0	328	0	288	800	0
62	0	0	0	0	0	0	0	0	0	8	120	240	40	552	368	328	624	416
63	0	0	0	0	0	0	0	624	88	352	784	0	816	0	688	152	352	264
64	0	0	0	0	0	0	0	552	96	640	696	448	600	488	0	200	0	288
65	0	0	0	0	0	0	0	0	640	384	0	248	0	592	400	552	528	464
66	0	0	0	0	0	0	0	368	496	88	608	600	600	136	248	624	128	24
67	0	0	0	0	0	0	0	848	432	384	456	0	448	200	184	224	480	464
68	0	0	0	0	0	0	0	464	144	16	384	80	224	528	304	248	736	760
69	0	0	0	0	0	0	0	456	96	64	552	16	656	288	400	880	0	368
70	0	0	0	0	0	0	0	104	104	208	0	800	304	568	0	888	416	600
71	0	0	0	0	0	0	0	288	720	24	72	64	296	448	72	312	608	32
72	0	0	0	0	0	0	0	40	720	176	192	120	376	352	520	576	608	8
73	0	0	0	0	0	0	0	168	624	624	328	176	360	360	48	0	536	512
74	0	0	0	0	0	0	0	648	240	544	224	328	152	536	0	424	424	512
75	0	0	0	0	0	0	0	88	576	384	0	576	40	632	192	704	680	96
76	0	0	0	0	0	0	0	656	584	104	328	264	408	168	560	240	256	104
77	0	0	0	0	0	0	0	40	0	248	48	432	264	352	792	520	728	456
