Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.776s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15	10.8	12.8	12.4	11.6	15.2	11.4	14.2	14	12	16	12.6	13.6	15.6	14.4	15	16	14	13	15	14.2
61	0	0	0	0	0	0	0	0	0	0	600	128	368	120	0	0	504	152	496	744	592
62	0	0	0	0	0	0	0	0	0	0	384	96	336	240	120	264	736	296	616	688	352
63	0	0	0	0	0	0	0	0	0	0	512	608	752	16	392	584	0	0	464	216	456
64	0	0	0	0	0	0	0	0	0	0	688	120	728	440	0	184	320	504	752	640	208
65	0	0	0	0	0	0	0	0	0	0	0	80	672	696	200	528	232	152	8	120	752
66	0	0	0	0	0	0	0	0	0	0	408	216	792	120	544	568	152	152	504	0	672
67	0	0	0	0	0	0	0	0	0	0	760	720	288	64	696	688	320	728	688	184	272
68	0	0	0	0	0	0	0	0	0	0	352	88	680	0	440	504	544	608	776	0	504
69	0	0	0	0	0	0	0	0	0	0	600	192	520	136	168	744	408	32	712	176	416
70	0	0	0	0	0	0	0	0	0	0	0	416	88	704	592	696	200	56	656	376	616
71	0	0	0	0	0	0	0	0	0	0	536	296	0	0	520	264	104	216	0	800	192
72	0	0	0	0	0	0	0	0	0	0	16	0	464	528	8	0	0	640	168	56	0
73	0	0	0	0	0	0	0	0	0	0	536	296	264	472	544	176	120	272	688	768	640
74	0	0	0	0	0	0	0	0	0	0	408	0	40	536	800	248	232	416	448	456	264
75	0	0	0	0	0	0	0	0	0	0	760	648	304	336	768	416	0	504	0	216	0
76	0	0	0	0	0	0	0	0	0	0	328	760	704	144	400	0	80	272	128	64	440
77	0	0	0	0	0	0	0	0	0	0	48	432	472	344	216	296	272	680	768	152	696
78	0	0	0	0	0	0	0	0	0	0	8	792	376	352	648	504	40	0	280	128	248
79	0	0	0	0	0	0	0	0	0	0	0	512	200	192	272	496	376	728	752	472	712
80	0	0	0	0	0	0	0	0	0	0	72	456	400	720	136	8	200	216	416	688	0
81	0	0	0	0	0	0	0	0	0	0	248	512	624	728	720	568	472	96	560	632	192
82	0	0	0	0	0	0	0	0	0	0	736	40	48	480	368	328	0	304	696	232	512
83	0	0	0	0	0	0	0	0	0	0	0	0	152	88	0	96	312	776	336	120	0
84	0	0	0	0	0	0	0	0	0	0	80	752	0	720	352	720	784	448	256	256	0
85	0	0	0	0	0	0	0	0	0	0	352	160	416	680	272	16	72	272	96	80	0
86	0	0	0	0	0	0	0	0	0	0	0	352	576	288	296	240	792	40	0	0	0
87	0	0	0	0	0	0	0	0	0	0	328	144	40	0	704	464	296	304	648	504	1144
88	0	0	0	0	0	0	0	0	0	0	336	224	8	344	344	632	16	0	664	80	616
89	0	0	0	0	0	0	0	0	0	0	48	0	200	752	320	192	0	744	216	112	352
90	0	0	0	0	0	0	0	0	0	0	744	648	104	696	624	0	392	576	224	504	96
91	0	0	0	0	0	0	0	0	0	0	152	368	152	704	432	448	640	608	56	848	568
92	0	0	0	0	0	0	0	0	0	0	496	656	128	240	304	696	312	728	8	208	488
