Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.728s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	16.8	11	17.6	13.8	15.4	16	15.8	14.8	16.4	18	13.8	15.4	15.8	13	16.6	15.4	14.4	15.6
61	0	0	0	0	0	0	0	144	232	104	0	320	0	232	0	232	608	0
62	0	0	0	0	0	0	0	0	0	8	96	200	120	424	304	256	472	336
63	0	0	0	0	0	0	0	632	72	368	800	0	744	0	544	184	328	312
64	0	0	0	0	0	0	0	464	248	704	600	584	624	656	0	304	128	344
65	0	0	0	0	0	0	0	64	784	208	144	208	120	568	416	752	544	408
66	0	0	0	0	0	0	0	488	192	88	448	496	800	0	400	256	0	64
67	0	0	0	0	0	0	0	720	456	360	504	0	288	160	0	368	600	544
68	0	0	0	0	0	0	0	336	48	0	232	128	280	528	352	128	616	784
69	0	0	0	0	0	0	0	352	88	72	456	0	672	280	336	752	0	464
70	0	0	0	0	0	0	0	104	88	88	0	472	256	352	0	344	0	112
71	0	0	0	0	0	0	0	248	544	128	72	216	248	384	8	528	752	352
72	0	0	0	0	0	0	0	32	648	200	232	88	400	344	416	504	640	72
73	0	0	0	0	0	0	0	360	712	736	432	168	552	440	48	0	504	768
74	0	0	0	0	0	0	0	424	336	472	64	648	0	736	0	704	704	392
75	0	0	0	0	0	0	0	472	672	304	0	680	224	552	400	400	360	192
76	0	0	0	0	0	0	0	344	256	0	352	240	528	88	720	472	664	208
77	0	0	0	0	0	0	0	0	32	608	0	680	208	672	744	544	488	720
78	0	0	0	0	0	0	0	0	344	336	120	320	248	128	240	464	176	360
79	0	0	0	0	0	0	0	544	752	528	912	536	0	896	464	256	224	8
80	0	0	0	0	0	0	0	40	88	376	312	216	512	512	168	512	264	0
81	0	0	0	0	0	0	0	280	368	192	424	488	640	704	280	416	560	208
82	0	0	0	0	0	0	0	440	744	552	208	312	240	736	48	184	672	472
83	0	0	0	0	0	0	0	0	376	0	0	0	712	416	16	656	488	336
84	0	0	0	0	0	0	0	432	984	736	560	1208	568	432	280	344	536	256
85	0	0	0	0	0	0	0	192	424	376	784	448	0	528	120	312	344	720
86	0	0	0	0	0	0	0	296	0	640	72	200	168	456	240	0	704	648
87	0	0	0	0	0	0	0	432	48	0	496	0	0	696	0	704	448	168
88	0	0	0	0	0	0	0	344	192	408	304	608	536	616	568	592	752	0
89	0	0	0	0	0	0	0	0	416	216	64	24	256	448	792	112	248	688
90	0	0	0	0	0	0	0	392	736	552	240	184	728	272	16	216	280	680
91	0	0	0	0	0	0	0	744	584	680	88	104	576	600	112	456	176	440
92	0	0	0	0	0	0	0	512	584	496	312	280	360	592	664	416	480	504
93	0	0	0	0	0	0	0	744	136	424	112	440	72	216	616	680	544	416
