Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.816s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	13.2	17	17.8	12	12.6	16.6	14	13.8	14.6	14.6	14.2	14.4
61	0	0	0	608	96	0	592	848	0	480	128	0
62	0	0	0	696	80	168	224	376	560	672	352	440
63	0	0	0	624	120	720	264	688	288	320	456	416
64	0	0	0	648	0	0	192	272	40	1024	0	184
65	0	0	0	536	96	0	616	0	0	96	520	312
66	0	0	0	736	680	384	464	80	376	720	336	32
67	0	0	0	112	472	112	416	648	600	632	128	848
68	0	0	0	248	568	720	208	208	592	672	344	232
69	0	0	0	600	192	448	480	448	88	304	328	792
70	0	0	0	480	0	584	648	16	384	208	552	560
71	0	0	0	888	8	392	304	88	48	544	712	488
72	0	0	0	272	432	816	120	0	256	632	440	0
73	0	0	0	496	872	496	712	696	40	176	392	40
74	0	0	0	592	360	336	704	680	136	16	144	664
75	0	0	0	656	720	704	8	200	8	288	552	568
76	0	0	0	696	312	664	152	696	216	240	144	880
77	0	0	0	80	784	352	224	0	672	16	848	472
78	0	0	0	8	296	488	536	496	528	392	392	440
79	0	0	0	648	472	0	584	624	576	600	184	128
80	0	0	0	344	176	480	376	488	376	768	768	288
81	0	0	0	536	128	800	40	0	232	232	1048	712
82	0	0	0	136	112	544	512	232	576	576	552	376
83	0	0	0	840	312	608	328	232	496	0	360	464
84	0	0	0	256	784	0	0	256	168	592	288	832
85	0	0	0	560	552	120	224	160	48	96	896	616
86	0	0	0	0	688	584	80	624	720	576	64	464
87	0	0	0	320	376	728	344	472	720	472	32	416
88	0	0	0	560	48	568	0	0	16	432	640	0
89	0	0	0	432	736	600	608	0	376	80	584	480
90	0	0	0	0	0	808	168	56	384	960	312	864
91	0	0	0	200	512	384	136	816	184	272	328	448
92	0	0	0	704	152	120	96	768	888	352	88	440
93	0	0	0	480	192	648	0	808	632	480	320	0
94	0	0	0	912	568	144	48	440	672	0	208	360
95	0	0	0	864	240	872	176	312	72	240	728	264
96	0	0	0	80	232	560	720	456	728	376	528	80
97	0	0	0	512	144	632	424	472	256	448	144	384
98	0	0	0	320	808	472	488	0	176	880	544	240
99	0	0	0	288	544	328	904	320	288	384	264	584
100	0	0	0	0	144	816	296	560	824	456	224	272
