Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  3467	  0
2 	  3	  4	  10	  4715	  0
6 	  5	  4	  10	  3849	  0
5 	  6	  4	  10	  5317	  0
9 	  8	  4	  10	  4338	  0
8 	  9	  4	  10	  6124	  0
2 	  1	  4	  10	  4860	  0
1 	  2	  4	  10	  4407	  0
5 	  4	  4	  10	  4604	  0
4 	  5	  4	  10	  4410	  0
8 	  7	  4	  10	  5279	  0
7 	  8	  4	  10	  5007	  0
2 	  3	  2	  10	  49	  1
8 	  9	  2	  10	  226	  1
3 	  2	  4	  6	  33	  1
3 	  2	  4	  7	  25	  1
1 	  2	  3	  6	  62	  1
7 	  8	  0	  7	  36	  1
1 	  2	  0	  7	  24	  1
2 	  3	  0	  7	  58	  1
8 	  9	  0	  7	  69	  1
7 	  8	  3	  6	  12	  1
9 	  8	  4	  7	  19	  1
9 	  8	  4	  6	  9	  1

 TotalReset Number= 8346
