Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6474	  0
8 	  9	  4	  10	  11692	  0
3 	  2	  4	  10	  8396	  0
2 	  3	  4	  10	  13366	  0
2 	  1	  4	  10	  12422	  0
8 	  7	  4	  10	  9353	  0
7 	  8	  4	  10	  9348	  0
1 	  2	  4	  10	  11164	  0
6 	  5	  4	  10	  6961	  0
5 	  6	  4	  10	  9405	  0
5 	  4	  4	  10	  8256	  0
4 	  5	  4	  10	  7704	  0
2 	  3	  0	  7	  389	  1
8 	  9	  0	  7	  392	  1
9 	  8	  4	  6	  55	  1
7 	  8	  3	  6	  183	  1
9 	  8	  4	  7	  57	  1
7 	  8	  0	  7	  96	  1
8 	  9	  2	  10	  444	  1
1 	  2	  3	  6	  267	  1
2 	  3	  2	  10	  300	  1
1 	  2	  0	  7	  145	  1
3 	  2	  4	  7	  77	  1
3 	  2	  4	  6	  53	  1

 TotalReset Number= 15671
