Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  3905	  0
5 	  6	  4	  10	  5021	  0
3 	  2	  4	  10	  3991	  0
2 	  3	  4	  10	  5244	  0
2 	  1	  4	  10	  4849	  0
1 	  2	  4	  10	  4200	  0
9 	  8	  4	  10	  3833	  0
8 	  9	  4	  10	  5254	  0
5 	  4	  4	  10	  4561	  0
4 	  5	  4	  10	  4150	  0
8 	  7	  4	  10	  4731	  0
7 	  8	  4	  10	  4191	  0
7 	  8	  0	  7	  5	  1
8 	  9	  2	  10	  10	  1
1 	  2	  3	  6	  4	  1
3 	  2	  4	  6	  1	  1
8 	  9	  0	  7	  5	  1
2 	  3	  2	  10	  33	  1
7 	  8	  3	  6	  1	  1
9 	  8	  4	  7	  4	  1
2 	  3	  0	  7	  5	  1
1 	  2	  0	  7	  1	  1

 TotalReset Number= 8411
