Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  5316	  0
5 	  6	  4	  10	  6994	  0
3 	  2	  4	  10	  6747	  0
2 	  3	  4	  10	  9477	  0
9 	  8	  4	  10	  5564	  0
8 	  9	  4	  10	  9235	  0
5 	  4	  4	  10	  6318	  0
4 	  5	  4	  10	  5545	  0
2 	  1	  4	  10	  9475	  0
1 	  2	  4	  10	  8103	  0
8 	  7	  4	  10	  7741	  0
7 	  8	  4	  10	  7214	  0
8 	  9	  0	  7	  107	  1
2 	  3	  0	  7	  224	  1
1 	  2	  3	  6	  124	  1
8 	  9	  2	  10	  318	  1
7 	  8	  0	  7	  44	  1
3 	  2	  4	  6	  107	  1
3 	  2	  4	  7	  68	  1
2 	  3	  2	  10	  156	  1
7 	  8	  3	  6	  51	  1
9 	  8	  4	  7	  9	  1
1 	  2	  0	  7	  54	  1
9 	  8	  4	  6	  8	  1

 TotalReset Number= 13206
