Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.325s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.36	-1.00	-1.00	5.10	-1.00	-1.00	1.38
12.00	-1.00	-1.00	0.74	-1.00	-1.00	1.68	-1.00	-1.00	2.22
13.00	-1.00	-1.00	2.55	-1.00	-1.00	0.64	-1.00	-1.00	4.74
14.00	-1.00	-1.00	1.80	-1.00	-1.00	3.94	-1.00	-1.00	0.87
15.00	-1.00	-1.00	2.12	-1.00	-1.00	2.43	-1.00	-1.00	1.91
16.00	-1.00	-1.00	2.19	-1.00	-1.00	3.01	-1.00	-1.00	2.14
17.00	-1.00	-1.00	0.33	-1.00	-1.00	3.13	-1.00	-1.00	4.17
18.00	-1.00	-1.00	0.75	-1.00	-1.00	1.39	-1.00	-1.00	0.52
19.00	-1.00	-1.00	0.80	-1.00	-1.00	2.03	-1.00	-1.00	3.36
20.00	-1.00	-1.00	0.00	-1.00	-1.00	3.94	-1.00	-1.00	2.20
21.00	-1.00	-1.00	0.00	-1.00	-1.00	0.93	-1.00	-1.00	1.97
22.00	-1.00	-1.00	0.00	-1.00	-1.00	3.42	-1.00	-1.00	2.20
23.00	-1.00	-1.00	0.00	-1.00	-1.00	1.80	-1.00	-1.00	3.94
24.00	-1.00	-1.00	0.00	-1.00	-1.00	2.20	-1.00	-1.00	0.87
25.00	-1.00	-1.00	0.00	-1.00	-1.00	1.39	-1.00	-1.00	0.58
26.00	-1.00	-1.00	0.00	-1.00	-1.00	3.59	-1.00	-1.00	3.65
27.00	-1.00	-1.00	0.00	-1.00	-1.00	2.32	-1.00	-1.00	3.01
28.00	-1.00	-1.00	0.00	-1.00	-1.00	2.83	-1.00	-1.00	2.95
29.00	-1.00	-1.00	0.00	-1.00	-1.00	1.80	-1.00	-1.00	0.81
30.00	-1.00	-1.00	0.00	-1.00	-1.00	3.53	-1.00	-1.00	3.30
31.00	-1.00	-1.00	0.00	-1.00	-1.00	4.98	-1.00	-1.00	3.19
32.00	-1.00	-1.00	0.00	-1.00	-1.00	4.05	-1.00	-1.00	1.74
33.00	-1.00	-1.00	0.00	-1.00	-1.00	2.32	-1.00	-1.00	3.24
34.00	-1.00	-1.00	0.00	-1.00	-1.00	3.19	-1.00	-1.00	1.97
35.00	-1.00	-1.00	0.00	-1.00	-1.00	3.53	-1.00	-1.00	1.97
36.00	-1.00	-1.00	0.00	-1.00	-1.00	1.16	-1.00	-1.00	2.55
37.00	-1.00	-1.00	0.00	-1.00	-1.00	2.20	-1.00	-1.00	2.61
38.00	-1.00	-1.00	0.00	-1.00	-1.00	5.04	-1.00	-1.00	3.07
39.00	-1.00	-1.00	0.00	-1.00	-1.00	1.33	-1.00	-1.00	1.10
10.1.1.3	0.57	49132.50
10.1.1.6	3.01	5675.22
10.1.1.9	2.58	12706.87
