Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.527s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	3.25	-1.00	-1.00	1.22	-1.00	-1.00	4.87
12.00	-1.00	-1.00	2.49	-1.00	-1.00	2.09	-1.00	-1.00	2.49
13.00	-1.00	-1.00	0.93	-1.00	-1.00	4.00	-1.00	-1.00	2.20
14.00	-1.00	-1.00	3.31	-1.00	-1.00	3.24	-1.00	-1.00	2.72
15.00	-1.00	-1.00	0.46	-1.00	-1.00	1.68	-1.00	-1.00	2.49
16.00	-1.00	-1.00	2.03	-1.00	-1.00	4.63	-1.00	-1.00	3.88
17.00	-1.00	-1.00	3.48	-1.00	-1.00	2.15	-1.00	-1.00	4.17
18.00	-1.00	-1.00	2.90	-1.00	-1.00	2.37	-1.00	-1.00	2.14
19.00	-1.00	-1.00	2.66	-1.00	-1.00	2.09	-1.00	-1.00	3.13
20.00	-1.00	-1.00	3.24	-1.00	-1.00	4.34	-1.00	-1.00	1.16
21.00	-1.00	-1.00	1.74	-1.00	-1.00	2.78	-1.00	-1.00	2.72
22.00	-1.00	-1.00	2.49	-1.00	-1.00	4.58	-1.00	-1.00	4.05
23.00	-1.00	-1.00	2.72	-1.00	-1.00	1.04	-1.00	-1.00	1.97
24.00	-1.00	-1.00	3.07	-1.00	-1.00	1.68	-1.00	-1.00	3.88
25.00	-1.00	-1.00	2.78	-1.00	-1.00	1.74	-1.00	-1.00	2.84
26.00	-1.00	-1.00	1.33	-1.00	-1.00	3.59	-1.00	-1.00	2.49
27.00	-1.00	-1.00	1.33	-1.00	-1.00	0.17	-1.00	-1.00	1.04
28.00	-1.00	-1.00	1.51	-1.00	-1.00	3.13	-1.00	-1.00	2.55
29.00	-1.00	-1.00	4.05	-1.00	-1.00	3.30	-1.00	-1.00	2.49
30.00	-1.00	-1.00	2.32	-1.00	-1.00	3.07	-1.00	-1.00	2.78
31.00	-1.00	-1.00	1.27	-1.00	-1.00	1.33	-1.00	-1.00	0.75
32.00	-1.00	-1.00	1.51	-1.00	-1.00	2.43	-1.00	-1.00	2.37
33.00	-1.00	-1.00	3.53	-1.00	-1.00	2.14	-1.00	-1.00	1.62
34.00	-1.00	-1.00	1.68	-1.00	-1.00	4.58	-1.00	-1.00	1.85
35.00	-1.00	-1.00	3.82	-1.00	-1.00	0.41	-1.00	-1.00	2.49
36.00	-1.00	-1.00	1.45	-1.00	-1.00	3.30	-1.00	-1.00	3.24
37.00	-1.00	-1.00	3.71	-1.00	-1.00	2.14	-1.00	-1.00	4.05
38.00	-1.00	-1.00	2.72	-1.00	-1.00	3.13	-1.00	-1.00	1.97
39.00	-1.00	-1.00	4.23	-1.00	-1.00	3.53	-1.00	-1.00	2.66
10.1.1.9	2.94	2956.47
10.1.1.6	2.86	2645.67
10.1.1.3	2.70	3172.80
