Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  4536	  0
8 	  9	  4	  10	  6815	  0
6 	  5	  4	  10	  3817	  0
5 	  6	  4	  10	  5018	  0
5 	  4	  4	  10	  4477	  0
4 	  5	  4	  10	  4144	  0
8 	  7	  4	  10	  5825	  0
7 	  8	  4	  10	  5466	  0
3 	  2	  4	  10	  4310	  0
2 	  3	  4	  10	  6320	  0
2 	  1	  4	  10	  5713	  0
1 	  2	  4	  10	  5076	  0
8 	  9	  2	  10	  31	  1
8 	  9	  0	  7	  105	  1
7 	  8	  3	  6	  50	  1
2 	  3	  0	  7	  84	  1
2 	  3	  2	  10	  63	  1
1 	  2	  0	  7	  41	  1
1 	  2	  3	  6	  21	  1
3 	  2	  4	  7	  18	  1
7 	  8	  0	  7	  19	  1
3 	  2	  4	  6	  32	  1
9 	  8	  4	  6	  18	  1

 TotalReset Number= 9490
