Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.409s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	3.36	-1.00	-1.00	0.87	-1.00	-1.00	2.78
12.00	-1.00	-1.00	1.80	-1.00	-1.00	4.17	-1.00	-1.00	1.27
13.00	-1.00	-1.00	4.63	-1.00	-1.00	1.16	-1.00	-1.00	3.88
14.00	-1.00	-1.00	3.82	-1.00	-1.00	3.13	-1.00	-1.00	4.34
15.00	-1.00	-1.00	2.55	-1.00	-1.00	3.65	-1.00	-1.00	5.39
16.00	-1.00	-1.00	3.53	-1.00	-1.00	2.49	-1.00	-1.00	4.46
17.00	-1.00	-1.00	2.26	-1.00	-1.00	5.15	-1.00	-1.00	2.55
18.00	-1.00	-1.00	5.04	-1.00	-1.00	3.82	-1.00	-1.00	0.70
19.00	-1.00	-1.00	4.40	-1.00	-1.00	1.85	-1.00	-1.00	2.09
20.00	-1.00	-1.00	5.04	-1.00	-1.00	1.33	-1.00	-1.00	2.49
21.00	-1.00	-1.00	3.76	-1.00	-1.00	4.23	-1.00	-1.00	4.29
22.00	-1.00	-1.00	4.23	-1.00	-1.00	4.05	-1.00	-1.00	1.97
23.00	-1.00	-1.00	4.58	-1.00	-1.00	1.86	-1.00	-1.00	3.13
24.00	-1.00	-1.00	2.72	-1.00	-1.00	1.10	-1.00	-1.00	1.51
25.00	-1.00	-1.00	2.90	-1.00	-1.00	1.56	-1.00	-1.00	5.39
26.00	-1.00	-1.00	3.30	-1.00	-1.00	4.29	-1.00	-1.00	2.20
27.00	-1.00	-1.00	3.88	-1.00	-1.00	0.23	-1.00	-1.00	2.72
28.00	-1.00	-1.00	1.97	-1.00	-1.00	4.00	-1.00	-1.00	3.07
29.00	-1.00	-1.00	3.20	-1.00	-1.00	1.62	-1.00	-1.00	4.69
30.00	-1.00	-1.00	0.68	-1.00	-1.00	3.94	-1.00	-1.00	3.59
31.00	-1.00	-1.00	2.14	-1.00	-1.00	0.98	-1.00	-1.00	3.82
32.00	-1.00	-1.00	2.32	-1.00	-1.00	2.95	-1.00	-1.00	1.51
33.00	-1.00	-1.00	4.63	-1.00	-1.00	4.34	-1.00	-1.00	1.10
34.00	-1.00	-1.00	2.43	-1.00	-1.00	3.65	-1.00	-1.00	5.21
35.00	-1.00	-1.00	2.09	-1.00	-1.00	2.32	-1.00	-1.00	3.07
36.00	-1.00	-1.00	2.55	-1.00	-1.00	4.00	-1.00	-1.00	0.70
37.00	-1.00	-1.00	3.48	-1.00	-1.00	0.12	-1.00	-1.00	2.72
38.00	-1.00	-1.00	3.82	-1.00	-1.00	2.20	-1.00	-1.00	5.10
39.00	-1.00	-1.00	4.98	-1.00	-1.00	4.81	-1.00	-1.00	4.69
10.1.1.6	3.09	4212.31
10.1.1.9	3.47	3953.42
10.1.1.3	3.58	3808.69
