Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.722s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.2	15.4
61	970.56	1106.88
62	967.52	1202.4
63	1008.16	1270.56
64	1137.92	1218.4
65	1443.52	874.08
66	1087.52	1177.44
67	1264.64	944.96
68	1069.12	1314.4
69	1179.2	1054.72
70	989.28	1190.56
71	1223.2	845.44
72	1285.76	947.36
73	1165.92	1050.88
74	850.08	1118.4
75	1084.16	1372.8
76	1047.84	1203.68
77	1222.56	1191.2
78	993.28	1117.44
79	1137.76	1091.52
80	1081.92	1356.96
81	1037.92	1026.24
82	1314.88	1188.48
83	1364.32	884.96
84	1186.56	1046.72
85	1124.48	1275.84
86	854.24	1158.72
87	1104.32	1017.76
88	1150.08	1072.16
89	1328.96	1187.04
90	1281.44	1006.72
91	1086.56	1039.04
92	1316.48	988.48
93	1189.92	1147.68
94	1100.96	1420.96
95	1284.96	1027.2
96	1012.48	1066.72
97	1444.64	825.76
98	1115.68	1084.16
99	1232	929.12
100	1009.76	1124.8
101	1012.48	975.36
102	1074.88	1082.24
103	1152.48	1304
104	1252.48	1100.16
105	1071.04	1174.4
106	947.84	1241.92
107	1181.92	1329.28
108	1232.64	1260.64
109	962.72	1041.12
110	1400.16	1103.2
111	1066.4	984.8
112	960.48	973.6
113	1178.08	1217.76
114	1182.88	1134.88
115	1063.2	1192.16
116	1169.76	1179.52
117	1136.32	1275.36
118	1127.52	1348.32
119	1075.84	1083.2
120	1642.88	872.48
avg	1144.04	1117.38
delay	246.283	198.844
loss	0.0263274	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=37'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
