Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.656s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13.2	14
61	783.84	1264.8
62	1005.76	844.32
63	861.6	870.88
64	1118.88	738.56
65	1035.36	845.44
66	839.52	1180.16
67	1079.04	1012.16
68	1009.28	1135.04
69	894.08	1195.52
70	1196.96	845.76
71	1209.92	1027.04
72	1069.28	1165.44
73	979.36	1156.64
74	687.68	1096.64
75	1065.76	1169.92
76	898.08	853.76
77	1053.28	950.08
78	1012.8	804.48
79	960.48	995.52
80	1144.96	734.88
81	929.76	1166.88
82	1017.76	870.4
83	1136.48	947.04
84	1112.16	918.08
85	1077.28	866.72
86	1019.68	904.48
87	1066.56	1152
88	741.28	1043.68
89	653.12	925.92
90	1036.32	907.52
91	778.72	1063.68
92	1322.24	1273.44
93	881.92	1481.76
94	910.08	1312.96
95	951.04	1112.96
96	1023.04	857.12
97	606.4	1131.2
98	844.16	777.44
99	754.08	1222.24
100	1058.88	831.36
101	784.16	453.76
102	915.84	980.8
103	1104.64	918.56
104	680	956.48
105	774.24	772.32
106	825.6	1015.84
107	1027.52	937.28
108	1149.76	943.52
109	826.24	921.12
110	846.08	1206.24
111	865.44	960.16
112	940.32	896.64
113	809.12	1156.48
114	1046.72	987.68
115	1126.24	1033.28
116	1044.96	1220.96
117	902.08	770.72
118	591.36	951.84
119	1179.04	815.84
120	1145.92	940.32
avg	956.869	991.563
delay	13.2015	13.2408
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=20e5', '--packetSize=2e2', '--tcp=0', '--RngRun=19'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
