Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.677s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	15.2	16.6
61	972	1298.4
62	1236	1482.4
63	1454.24	1120.32
64	1015.68	1400.64
65	1716.8	1539.84
66	1527.68	1276.64
67	1153.28	932.96
68	1553.12	1277.6
69	1018.08	1189.12
70	1514.56	910.24
71	1076.64	1238.24
72	1250.24	827.04
73	1421.76	1288.64
74	1580.96	1272.32
75	1263.68	1232.16
76	1176.16	1131.84
77	1415.36	1499.52
78	1294.72	1324.32
79	1291.84	1144.32
80	1375.2	959.84
81	1401.44	1026.08
82	1468.16	1334.24
83	1275.2	1006.4
84	1248.64	1467.68
85	1313.12	1531.04
86	1287.52	1847.2
87	1577.28	1359.2
88	1264	1288.96
89	851.2	1095.36
90	1168.8	1078.72
91	1020.96	1179.52
92	1050.4	1278.08
93	1582.56	1712.8
94	1409.12	1019.04
95	1528.96	1487.84
96	1127.52	1090.72
97	1287.84	1380.96
98	1344.16	1529.44
99	1137.6	1472.16
100	833.76	1236
101	1153.28	1033.44
102	896.16	1232.96
103	1350.88	1055.68
104	1505.44	1668.16
105	1316.48	1639.2
106	1109.28	922.72
107	1343.52	1113.28
108	1407.2	988.32
109	1519.84	1276
110	1469.44	1049.76
111	1290.72	1388.16
112	798.24	1179.36
113	1353.92	1248.48
114	1073.6	1117.12
115	1222.08	1530.72
116	1473.12	1566.4
117	1049.6	1268.48
118	1365.12	1391.36
119	1112	1343.52
120	1324.64	1190.72
(1,0)	(2,14291)	(3,0)	(4,11806)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1277.01	1266.19
delay	1.76721	1.75613
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=12'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
