Dst	Src	HeMcs	Txlevel	Num	isObss
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  2394	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  1770	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  1606	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  2825	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  2170	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  1817	  0
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  2455	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  1742	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  1584	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  2908	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  1937	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  1869	  0
1 	  2	  0	  2	  176	  1
7 	  8	  1	  10	  16	  1
9 	  10	  0	  2	  140	  1
13 	  14	  0	  2	  125	  1
5 	  6	  0	  2	  129	  1
7 	  8	  2	  10	  26	  1
7 	  8	  0	  7	  29	  1
6 	  7	  3	  6	  32	  1
14 	  15	  2	  10	  12	  1
15 	  16	  2	  10	  15	  1
6 	  7	  0	  7	  13	  1
11 	  12	  2	  10	  4	  1
5 	  6	  1	  4	  4	  1
3 	  4	  1	  10	  4	  1
1 	  2	  1	  4	  12	  1
11 	  12	  1	  10	  3	  1
15 	  16	  0	  7	  4	  1
14 	  15	  3	  6	  13	  1
13 	  14	  3	  6	  4	  1
13 	  14	  0	  7	  4	  1
11 	  12	  0	  7	  6	  1
3 	  4	  2	  10	  4	  1
2 	  3	  0	  7	  9	  1
1 	  2	  3	  6	  13	  1
9 	  10	  0	  7	  1	  1
1 	  2	  0	  7	  1	  1
14 	  15	  0	  7	  4	  1
6 	  7	  2	  10	  5	  1

 TotalReset Number= 15504
