Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  3470	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  2169	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  1843	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  2391	  0
7 	  6	  4	  10	  9	  0
6 	  7	  4	  10	  1581	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  1641	  0
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  1919	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  1362	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  1332	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  3806	  0
15 	  14	  4	  10	  23	  0
14 	  15	  3	  6	  23	  1
14 	  15	  4	  10	  2342	  0
15 	  14	  4	  7	  2	  1
14 	  15	  2	  10	  12	  1
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  2155	  0
11 	  12	  2	  10	  3	  1
1 	  2	  0	  2	  140	  1
13 	  14	  0	  2	  180	  1
9 	  10	  0	  2	  84	  1
3 	  4	  2	  10	  1	  1
10 	  11	  3	  6	  5	  1
10 	  11	  0	  7	  4	  1
7 	  8	  1	  10	  44	  1
5 	  6	  0	  2	  93	  1
7 	  8	  2	  10	  16	  1
13 	  14	  1	  4	  14	  1
7 	  8	  0	  7	  27	  1
13 	  14	  3	  6	  8	  1
6 	  7	  2	  10	  4	  1
11 	  12	  1	  10	  25	  1
15 	  16	  0	  7	  31	  1
5 	  6	  0	  7	  8	  1
15 	  16	  2	  10	  18	  1
14 	  15	  0	  7	  12	  1
1 	  2	  1	  4	  31	  1
13 	  14	  0	  7	  16	  1
9 	  10	  1	  4	  4	  1
15 	  16	  1	  10	  9	  1
6 	  7	  3	  6	  5	  1
3 	  4	  1	  10	  15	  1
5 	  6	  3	  6	  4	  1
5 	  6	  1	  4	  20	  1
11 	  12	  0	  7	  5	  1

 TotalReset Number= 14407
