Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  2981	  0
11 	  10	  4	  10	  9	  0
10 	  11	  4	  10	  1901	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  2130	  0
4 	  3	  4	  10	  10	  0
3 	  4	  4	  10	  3135	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  1769	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  1924	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  2199	  0
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  1472	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  1603	  0
1 	  2	  3	  6	  4	  1
7 	  8	  1	  10	  25	  1
11 	  12	  2	  10	  7	  1
9 	  10	  0	  7	  4	  1
9 	  10	  0	  2	  140	  1
16 	  15	  4	  10	  10	  0
15 	  16	  4	  10	  2612	  0
15 	  14	  4	  10	  9	  0
14 	  15	  4	  10	  1740	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  1587	  0
5 	  6	  0	  2	  120	  1
15 	  16	  0	  7	  23	  1
11 	  12	  1	  10	  22	  1
5 	  6	  1	  4	  34	  1
5 	  6	  3	  6	  4	  1
13 	  14	  1	  4	  12	  1
13 	  14	  0	  2	  117	  1
1 	  2	  0	  2	  116	  1
7 	  8	  0	  7	  15	  1
15 	  16	  2	  10	  5	  1
6 	  7	  3	  6	  5	  1
3 	  4	  1	  10	  2	  1
3 	  4	  0	  7	  12	  1
11 	  12	  0	  7	  15	  1
15 	  16	  1	  10	  43	  1
9 	  10	  1	  4	  34	  1
3 	  4	  2	  10	  17	  1
2 	  3	  2	  10	  4	  1
1 	  2	  0	  7	  12	  1
7 	  8	  2	  10	  2	  1
10 	  11	  3	  6	  5	  1
14 	  15	  0	  7	  4	  1
14 	  15	  2	  10	  5	  1
13 	  14	  0	  7	  4	  1
10 	  11	  0	  7	  4	  1
2 	  3	  0	  7	  4	  1
10 	  11	  2	  10	  4	  1
1 	  2	  1	  4	  5	  1
9 	  10	  3	  6	  4	  1

 TotalReset Number= 14958
