Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  12170	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  10405	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  11209	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  8931	  0
8 	  9	  0	  7	  309	  1
7 	  8	  3	  6	  261	  1
2 	  3	  0	  7	  319	  1
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  10604	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  8454	  0
2 	  3	  2	  10	  559	  1
8 	  9	  2	  10	  262	  1
7 	  8	  0	  7	  134	  1
1 	  2	  3	  6	  160	  1
1 	  2	  0	  7	  163	  1

 TotalReset Number= 13615
