Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.741s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	16	17.8	17	17.6	16.2	13.6	14.2	14.8	16.6	16.2	17.6	14.4	16.6	16.6	13.6	16	15.4	10.8	14.4	15.8
61	96	96	96	96	88	56	48	48	72	64	56	56	72	64	48	56	64	88	64	64
62	96	96	96	88	88	72	48	64	80	56	56	64	72	80	64	80	80	72	64	64
63	104	96	104	96	104	72	72	72	96	64	56	72	40	88	72	72	88	80	56	56
64	96	96	96	96	96	16	96	72	88	72	56	64	96	88	64	72	88	80	64	72
65	104	96	88	104	96	72	48	40	80	56	48	80	32	64	56	72	48	64	40	48
66	96	96	96	96	88	0	48	48	72	56	48	64	104	64	56	56	24	72	48	48
67	96	96	88	96	96	152	64	56	72	72	64	64	88	80	64	64	0	72	64	80
68	96	96	96	96	72	0	88	80	56	88	88	96	80	88	88	88	232	104	104	104
69	104	104	104	104	104	136	64	56	112	64	56	64	16	72	80	72	80	56	24	40
70	96	80	96	96	96	64	56	48	80	48	48	72	160	56	56	72	88	56	16	32
71	104	96	80	104	96	64	32	56	88	80	80	72	88	64	48	56	88	64	56	80
72	96	96	96	96	80	72	40	40	96	64	40	48	88	72	56	72	72	88	56	64
73	104	104	96	96	88	64	40	56	88	72	56	64	72	56	48	72	88	64	56	64
74	96	96	96	88	88	16	56	40	88	64	64	64	88	72	56	56	80	64	48	48
75	104	104	104	104	96	112	56	56	72	72	64	64	96	56	48	56	80	64	40	48
76	96	96	96	96	88	64	56	56	64	56	56	64	40	80	56	56	96	72	56	56
77	104	104	96	96	72	56	24	24	80	64	48	48	128	64	48	40	48	56	48	40
78	96	96	96	96	64	64	56	56	40	96	96	96	96	96	80	80	104	96	80	80
79	104	104	104	104	96	72	56	56	0	80	80	80	88	64	64	72	80	96	64	64
80	88	88	88	88	80	56	40	40	224	80	56	64	72	80	56	72	88	64	48	64
81	96	96	88	96	80	64	40	48	96	80	72	72	96	72	56	56	8	80	64	72
82	96	96	96	96	88	48	72	64	88	88	80	96	88	48	40	56	160	56	40	64
83	104	104	96	96	88	80	32	32	88	72	48	72	88	72	48	88	80	48	48	48
84	96	96	96	96	64	48	16	40	80	56	40	48	96	56	40	32	72	64	32	32
85	88	88	88	88	104	72	72	64	88	80	72	80	64	72	56	80	72	72	56	64
86	96	96	96	96	88	88	72	72	88	72	72	80	120	64	64	72	80	56	48	64
87	104	104	104	104	96	64	56	56	88	72	72	72	88	56	48	64	88	72	64	88
88	96	96	88	96	96	64	32	40	72	40	40	56	96	56	48	64	80	40	24	16
89	104	104	104	104	88	8	72	72	80	72	72	72	80	80	72	72	88	96	88	88
90	96	96	96	96	96	0	72	80	96	72	64	72	80	80	80	80	88	88	80	80
91	104	104	104	104	88	216	40	72	104	88	72	80	96	64	48	64	72	64	56	64
92	96	88	88	88	80	56	56	48	88	56	64	72	80	64	56	40	72	64	48	64
93	104	104	96	104	104	88	88	80	88	64	72	80	96	80	80	88	80	88	72	72
94	96	96	96	96	80	16	56	48	80	72	56	72	104	64	40	56	80	64	48	72
95	96	96	88	96	88	104	48	48	80	64	64	80	96	56	48	64	80	56	48	56
